Logging requires wandb to be installed. Run `pip install wandb`.
step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
68,996,68,2.763642778620124,0.0,0.1
69,1013,69,4.714860824868083,0.0,0.26666666666666666
70,1030,70,3.590138223953545,0.0,0.18181818181818182
71,1047,71,2.188330538570881,0.0,0.3
72,1056,72,5.271071627736092,0.0,0.125
73,1065,73,5.5016293078660965,0.0,0.25
74,1074,74,2.428205329924822,0.0,0.5
75,1091,75,2.1247216779738665,0.0,0.4444444444444444
76,1108,76,1.6380994673415898,0.0,0.4444444444444444
77,1117,77,5.849710911512375,0.0,0.0
78,1134,78,2.5081966565921903,0.0,0.36363636363636365
79,1143,79,1.834161888808012,0.0,0.4
80,1152,80,2.7309310100972652,0.0,0.2
81,1161,81,2.4195378441363573,0.0,0.25
82,1178,82,2.905093033640185,0.0,0.36363636363636365
83,1195,83,2.973378180526197,0.0,0.2727272727272727
84,1212,84,2.6706320932134986,0.0,0.36363636363636365
85,1229,85,2.4990994035695167,0.0,0.4
86,1246,86,3.010677505750209,0.0,0.15384615384615385
87,1255,87,1.133723570033908,0.0,0.3333333333333333
88,1264,88,1.911103742197156,0.0,0.5
89,1281,89,1.8183625414967537,0.0,0.3333333333333333
90,1290,90,4.583736615255475,0.0,0.25
91,1307,91,3.37796195037663,0.0,0.16666666666666666
92,1316,92,2.4121820386499166,0.0,0.6
93,1333,93,4.201140689994645,0.0,0.15384615384615385
94,1350,94,3.2422051148023456,0.0,0.2
95,1359,95,5.43636080622673,0.0,0.14285714285714285
96,1376,96,2.5180355724278343,0.0,0.3
97,1393,97,3.29720650985837,0.0,0.2727272727272727
98,1402,98,4.797017754521221,0.0,0.25
99,1419,99,2.974874665727839,0.0,0.45454545454545453
100,1436,100,3.582976421239323,0.0,0.2857142857142857
101,1453,101,3.1625725672920453,0.0,0.25
102,1478,102,2.1829104833324586,0.0,0.5
103,1495,103,2.2495639231055975,0.0,0.6363636363636364
104,1512,104,3.1718451511114836,0.0,0.2857142857142857
105,1521,105,4.485687452368438,0.0,0.375
106,1538,106,3.5422077737512154,0.0,0.3333333333333333
107,1555,107,2.6706582568585873,0.0,0.4
108,1564,108,3.542435385490535,0.0,0.42857142857142855
109,1573,109,5.443827584385872,0.0,0.42857142857142855
110,1590,110,3.409908380383058,0.0,0.4666666666666667
111,1599,111,4.3258381970226765,0.0,0.2857142857142857
112,1616,112,4.428728385886643,0.0,0.4
113,1625,113,5.905701994895935,0.0,0.0
114,1642,114,4.001914753112942,0.0,0.1875
115,1659,115,2.523744562175125,0.0,0.3
116,1676,116,2.2734879657691636,0.0,0.45454545454545453
117,1693,117,2.9549717605113983,0.0,0.0
118,1702,118,1.5326013397425413,0.0,0.3333333333333333
119,1719,119,3.8207382059190422,0.0,0.42857142857142855
120,1736,120,3.538197571178898,0.0,0.23076923076923078
121,1753,121,3.3539546746760607,0.0,0.1
122,1770,122,3.496388635598123,0.0,0.36363636363636365
123,1787,123,3.5363570502377115,0.0,0.3076923076923077
124,1804,124,3.2593751717358828,0.0,0.3333333333333333
125,1821,125,2.9104098101456657,0.0,0.2727272727272727
126,1838,126,2.6257236627861857,0.0,0.3
127,1855,127,3.7837433860913734,0.0,0.2
128,1880,128,2.833099336786593,0.0,0.2777777777777778
129,1897,129,1.3850296940654516,0.0,0.6666666666666666
130,1914,130,2.6275626013302826,0.0,0.46153846153846156
131,1931,131,2.669337872972392,0.0,0.45454545454545453
132,1948,132,2.7913393191993237,0.0,0.2
133,1965,133,3.3231988409534097,0.0,0.23076923076923078
134,1982,134,3.124126502778381,0.0,0.09090909090909091
135,1991,135,2.461346125230193,0.0,0.4
136,2008,136,2.608430864289403,0.0,0.36363636363636365
137,2017,137,3.2536623012274504,0.0,0.14285714285714285
138,2034,138,2.399808617657982,0.0,0.36363636363636365
139,2051,139,2.7236129865050316,0.0,0.1111111111111111
140,2068,140,3.2018328483391088,0.0,0.4166666666666667
141,2085,141,1.637809949927032,0.0,0.4
142,2102,142,2.019419268704951,0.0,0.5
143,2119,143,3.8214136154856533,0.0,0.09090909090909091
144,2136,144,3.287581032142043,0.0,0.09090909090909091
145,2153,145,2.264168681576848,0.0,0.18181818181818182
146,2170,146,5.018845930695534,0.0,0.21428571428571427
147,2187,147,2.6359213644172996,0.0,0.2222222222222222
148,2196,148,3.6357180308550596,0.0,0.375
149,2213,149,2.5607247543521225,0.0,0.3333333333333333
150,2230,150,3.403096206486225,0.0,0.18181818181818182
151,2239,151,4.3224455416202545,0.0,0.375
152,2256,152,2.6468573547899723,0.0,0.1111111111111111
153,2273,153,3.165387000888586,0.0,0.3
154,2290,154,4.5161316632256785,0.0,0.25
155,2299,155,4.536938562989235,0.0,0.2857142857142857
156,2308,156,4.65241790516302,0.0,0.14285714285714285
157,2325,157,3.5766015108674765,0.0,0.4166666666666667
158,2334,158,4.14398059528321,0.0,0.375
159,2351,159,3.634592075875844,0.0,0.3333333333333333
160,2368,160,3.378626557008829,0.0,0.5333333333333333
161,2385,161,3.9535046964883804,0.0,0.0
162,2402,162,3.329530206450727,0.0,0.3
163,2419,163,2.3636043607839383,0.0,0.4444444444444444
164,2436,164,3.3658068717923015,0.0,0.4444444444444444
165,2453,165,4.365648794351728,0.0,0.16666666666666666
166,2462,166,1.537541501224041,0.0,0.4
167,2479,167,2.3307934440672398,0.0,0.4
168,2488,168,4.867072774271946,0.0,0.25
169,2497,169,5.710880979895592,0.0,0.0
170,2514,170,3.0772412442602217,0.0,0.08333333333333333
171,2531,171,3.2950627766549587,0.0,0.2222222222222222
172,2548,172,3.7093339394778013,0.0,0.08333333333333333
173,2565,173,3.1181364841759205,0.0,0.1111111111111111
174,2574,174,4.99015873670578,0.0,0.16666666666666666
175,2591,175,3.9051823404151946,0.0,0.2727272727272727
176,2600,176,3.7083390410989523,0.0,0.16666666666666666
177,2617,177,3.0518606166006066,0.0,0.36363636363636365
178,2634,178,2.6959002166986465,0.0,0.1111111111111111
179,2643,179,2.042674308642745,0.0,0.4
180,2668,180,2.6753528141319594,0.0,0.4117647058823529
181,2685,181,2.885142900981009,0.0,0.3
182,2702,182,3.103994496166706,0.0,0.18181818181818182
183,2711,183,4.615264356136322,0.0,0.375
184,2728,184,1.9829899119213223,0.0,0.3333333333333333
185,2745,185,2.221623438410461,0.0,0.2
186,2762,186,2.8481038683094084,0.0,0.18181818181818182
187,2779,187,2.8842783004511148,0.0,0.09090909090909091
188,2796,188,3.0300602531060576,0.0,0.2222222222222222
189,2813,189,4.105594910681248,0.0,0.16666666666666666
190,2830,190,3.993829638697207,0.0,0.09090909090909091
191,2847,191,2.66123238299042,0.0,0.3333333333333333
192,2864,192,2.6764118783175945,0.0,0.2222222222222222
193,2881,193,2.372927383883507,0.0,0.3333333333333333
194,2898,194,3.3956333324313164,0.0,0.14285714285714285
195,2915,195,2.718813537620008,0.0,0.5
196,2932,196,4.150741307996213,0.0,0.18181818181818182
197,2949,197,2.2662575654685497,0.0,0.3
198,2966,198,3.974369059171295,0.0,0.26666666666666666
199,2975,199,2.2693925499916077,0.0,0.4
200,2992,200,3.4240388944745064,0.0,0.09090909090909091
201,3009,201,2.0197834300342947,0.0,0.5
202,3018,202,2.074947003275156,0.0,0.5
203,3027,203,2.294822569936514,0.0,0.25
204,3036,204,1.9692084547132254,0.0,0.5
205,3053,205,3.4960454627871513,0.0,0.1
206,3078,206,2.797590310451672,0.0,0.4090909090909091
207,3087,207,1.067591244354844,0.0,0.3333333333333333
208,3104,208,2.739395913435146,0.0,0.46153846153846156
209,3121,209,3.686904102563858,0.0,0.08333333333333333
210,3130,210,2.0003942251205444,0.0,0.5
211,3147,211,4.119619916193187,0.0,0.23076923076923078
212,3164,212,2.614599605440162,0.0,0.3
213,3181,213,3.5408604093827307,0.0,0.18181818181818182
214,3198,214,2.62746611260809,0.0,0.3333333333333333
215,3207,215,4.769495457410812,0.0,0.0
216,3216,216,1.9883304736576974,0.0,0.7142857142857143
217,3233,217,2.5040118679753505,0.0,0.4
218,3250,218,3.093683312414214,0.0,0.1
219,3267,219,3.0112345933448523,0.0,0.23076923076923078
220,3284,220,3.591317899412388,0.0,0.18181818181818182
221,3301,221,1.3109956575499382,0.0,0.5555555555555556
222,3310,222,2.4086267594248056,0.0,0.5
223,3327,223,2.3798209908418357,0.0,0.18181818181818182
224,3344,224,4.199288608506322,0.0,0.2
225,3361,225,3.3128107129741693,0.0,0.21428571428571427
226,3378,226,3.1612629600203945,0.0,0.2727272727272727
227,3395,227,3.370290531020146,0.0,0.18181818181818182
228,3412,228,1.9820101267560517,0.0,0.5384615384615384
229,3429,229,2.4907042344566435,0.0,0.38461538461538464
230,3446,230,3.4216475182438444,0.0,0.2727272727272727
231,3463,231,2.8176828452269547,0.0,0.25
232,3472,232,1.6477209806325845,0.0,0.5714285714285714
233,3489,233,3.569032002651511,0.0,0.3076923076923077
234,3506,234,3.292359488598777,0.0,0.4166666666666667
235,3523,235,2.5739878192543983,0.0,0.2222222222222222
236,3540,236,3.0338449589908123,0.0,0.45454545454545453
237,3549,237,1.5817070594930556,0.0,0.6666666666666666
238,3558,238,3.6722267395816743,0.0,0.16666666666666666
239,3567,239,6.560005754232407,0.0,0.0
240,3584,240,3.266362413764,0.0,0.09090909090909091
241,3601,241,4.4951281771063805,0.0,0.08333333333333333
242,3618,242,2.392864148845547,0.0,0.2
243,3627,243,4.852684024721384,0.0,0.25
244,3636,244,7.028461813926697,0.0,0.125
245,3653,245,2.1192216146737337,0.0,0.3
246,3662,246,3.9810779839754105,0.0,0.125
247,3679,247,4.472523981356062,0.0,0.08333333333333333
248,3696,248,1.7792488345030506,0.0,0.4
249,3705,249,5.45673830807209,0.0,0.0
250,3722,250,3.9308133274316788,0.0,0.2727272727272727
251,3739,251,4.164228870533407,0.0,0.2
252,3748,252,2.649273963585074,0.0,0.375
253,3757,253,3.9563485085964203,0.0,0.375
254,3774,254,3.4859998654574156,0.0,0.09090909090909091
255,3791,255,3.0508797506336123,0.0,0.25
256,3800,256,4.719341981224716,0.0,0.2857142857142857
257,3817,257,3.235407553613186,0.0,0.3
258,3826,258,2.5220591607503593,0.0,0.5714285714285714
259,3843,259,2.359464081796432,0.0,0.36363636363636365
260,3860,260,3.34704129898455,0.0,0.42857142857142855
261,3877,261,3.141960636820386,0.0,0.25
262,3894,262,2.9564801901578903,0.0,0.1111111111111111
263,3911,263,3.584072358906269,0.0,0.1111111111111111
264,3928,264,3.28727500885725,0.0,0.2
265,3937,265,3.07644360139966,0.0,0.2
266,3954,266,3.4070522804104257,0.0,0.3076923076923077
267,3971,267,2.9909983657871635,0.0,0.45454545454545453
268,3988,268,4.266607696061783,0.0,0.3125
269,3997,269,5.583579570055008,0.0,0.14285714285714285
270,4014,270,3.1079873336857418,0.0,0.3076923076923077
271,4031,271,1.593988589309447,0.0,0.4444444444444444
272,4040,272,2.151012782007456,0.0,0.2
273,4057,273,3.5425690358824795,0.0,0.5
274,4066,274,1.522256382741034,0.0,0.5
275,4075,275,1.4979429538361728,0.0,0.5
276,4084,276,1.1424909075722098,0.0,0.5
277,4101,277,4.420008852232968,0.0,0.2
278,4110,278,6.962691582739353,0.0,0.125
279,4127,279,3.806342946441873,0.0,0.25
280,4144,280,2.38320956545067,0.0,0.6
281,4161,281,4.3550332450740825,0.0,0.2857142857142857
282,4170,282,5.420696951448917,0.0,0.25
283,4179,283,4.554301619529724,0.0,0.0
284,4196,284,3.6965993344783783,0.0,0.25
285,4213,285,3.450399722903967,0.0,0.16666666666666666
286,4230,286,4.18909389898181,0.0,0.26666666666666666
287,4239,287,3.444314045133069,0.0,0.16666666666666666
288,4248,288,3.4720991104841232,0.0,0.375
289,4257,289,2.629743911791593,0.0,0.3333333333333333
290,4274,290,4.495730813592672,0.0,0.09090909090909091
291,4283,291,2.0972937940387055,0.0,0.5714285714285714
292,4292,292,2.651269626803696,0.0,0.25
293,4309,293,3.5399526418186724,0.0,0.4
294,4326,294,2.8961610621772707,0.0,0.4
295,4351,295,2.3761220822731652,0.0,0.35294117647058826
296,4368,296,3.2968941112048924,0.0,0.23076923076923078
297,4385,297,1.2949462484102696,0.0,0.5555555555555556
298,4402,298,2.6497108228504658,0.0,0.36363636363636365
299,4419,299,2.563201040495187,0.0,0.1
300,4436,300,3.5179991869954392,0.0,0.09090909090909091
301,4453,301,3.0154239553958178,0.0,0.3
302,4470,302,3.976564471027814,0.0,0.2857142857142857
303,4479,303,3.743447408080101,0.0,0.14285714285714285
304,4488,304,2.6591535676270723,0.0,0.16666666666666666
305,4505,305,2.148675706703216,0.0,0.1111111111111111
306,4522,306,2.9569899098532915,0.0,0.18181818181818182
307,4531,307,1.6213129628449678,0.0,0.5
308,4548,308,3.092791616001705,0.0,0.36363636363636365
309,4565,309,2.3755296852905303,0.0,0.3076923076923077
310,4582,310,2.847716886550188,0.0,0.1111111111111111
311,4599,311,3.071929218247533,0.0,0.2
312,4616,312,3.7950754365883768,0.0,0.09090909090909091
313,4633,313,4.275027537915776,0.0,0.13333333333333333
314,4658,314,2.8378188394259873,0.0,0.35294117647058826
315,4667,315,2.4932314306497574,0.0,0.2
316,4684,316,2.3069087583562577,0.0,0.5
317,4693,317,2.8851149827241898,0.0,0.2
318,4710,318,2.6792472200468183,0.0,0.3333333333333333
319,4719,319,2.6556151509284973,0.0,0.0
320,4736,320,3.6800535222691906,0.0,0.35714285714285715
321,4745,321,2.447505405638367,0.0,0.5714285714285714
322,4754,322,4.150576010346413,0.0,0.14285714285714285
323,4771,323,2.4053346409928054,0.0,0.3333333333333333
324,4780,324,1.857976489001885,0.0,0.25
325,4789,325,5.5016800737939775,0.0,0.14285714285714285
326,4806,326,2.4057487092213705,0.0,0.3
327,4831,327,2.2763719170170966,0.0,0.5789473684210527
328,4840,328,4.930796596221626,0.0,0.16666666666666666
329,4857,329,3.581908774212934,0.0,0.1
330,4866,330,2.445769218262285,0.0,0.25
331,4883,331,3.0643073939718306,0.0,0.1
332,4900,332,2.7280270169721916,0.0,0.3
333,4917,333,3.8499003960750997,0.0,0.1
334,4934,334,3.1012263130396605,0.0,0.16666666666666666
335,4951,335,2.99307914217934,0.0,0.3333333333333333
336,4960,336,5.956270573660731,0.0,0.2857142857142857
337,4969,337,3.704054858884774,0.0,0.375
338,4986,338,3.688904883500072,0.0,0.5384615384615384
339,5003,339,3.7705417207907885,0.0,0.16666666666666666
340,5012,340,2.5448918503243476,0.0,0.625
341,5029,341,2.303313823314056,0.0,0.38461538461538464
342,5046,342,2.8731628849636763,0.0,0.2222222222222222
343,5063,343,3.188337028026581,0.0,0.1
344,5072,344,2.8546750396490097,0.0,0.2
345,5081,345,3.699168424587697,0.0,0.42857142857142855
346,5098,346,3.7507944256067276,0.0,0.0
347,5107,347,2.8582952674478292,0.0,0.4
348,5124,348,2.7875696492847055,0.0,0.1111111111111111
349,5141,349,2.1649376302957535,0.0,0.3333333333333333
350,5158,350,3.765078531578183,0.0,0.25
351,5167,351,3.0804255395923974,0.0,0.5
352,5184,352,4.111035205423832,0.0,0.0
353,5201,353,3.546798910945654,0.0,0.2727272727272727
354,5218,354,3.319207319524139,0.0,0.09090909090909091
355,5235,355,2.7593907738337293,0.0,0.2727272727272727
356,5252,356,3.323758018646913,0.0,0.4166666666666667
357,5261,357,2.570772147468233,0.0,0.5
358,5278,358,2.489735955146898,0.0,0.46153846153846156
359,5295,359,2.840201076120138,0.0,0.1111111111111111
360,5312,360,3.3410657661133882,0.0,0.42857142857142855
361,5329,361,3.3244889974594116,0.0,0.1111111111111111
362,5346,362,1.36407784371022,0.0,0.5454545454545454
363,5363,363,1.6381816395223723,0.0,0.5
364,5380,364,3.701986351341475,0.0,0.21428571428571427
365,5397,365,3.945130187086761,0.0,0.15384615384615385
366,5414,366,2.9761824128072476,0.0,0.375
367,5423,367,2.3700394933111966,0.0,0.2
368,5448,368,2.7761538846073863,0.0,0.4444444444444444
369,5465,369,3.8138260663254187,0.0,0.26666666666666666
370,5474,370,6.845145016908646,0.0,0.0
371,5483,371,6.670393226668239,0.0,0.125
372,5500,372,3.090487875044346,0.0,0.2727272727272727
373,5517,373,3.8791001439094543,0.0,0.15384615384615385
374,5534,374,3.4052297519519925,0.0,0.36363636363636365
375,5551,375,4.070958310039714,0.0,0.09090909090909091
376,5568,376,1.9690337665379047,0.0,0.4
377,5577,377,3.5612100260332227,0.0,0.2
378,5586,378,2.7935478794388473,0.0,0.5
379,5603,379,3.6912239314988256,0.0,0.1111111111111111
380,5620,380,2.129342549596913,0.0,0.5333333333333333
381,5629,381,5.474958974868059,0.0,0.25
382,5638,382,2.120312889572233,0.0,0.2
383,5655,383,3.8402013443410397,0.0,0.09090909090909091
384,5664,384,2.1481423433870077,0.0,0.25
385,5673,385,4.629266828298569,0.0,0.0
386,5682,386,2.485462263226509,0.0,0.4
387,5699,387,3.688539456495164,0.0,0.38461538461538464
388,5708,388,4.991234242916107,0.0,0.25
389,5725,389,3.1997161473736924,0.0,0.3333333333333333
390,5734,390,2.6931824535131454,0.0,0.5
391,5743,391,1.072438731789589,0.0,0.5
392,5752,392,4.061405408428982,0.0,0.3333333333333333
393,5769,393,1.7630100567694171,0.0,0.5
394,5786,394,3.694761202356858,0.0,0.4375
395,5795,395,3.9574192613363266,0.0,0.16666666666666666
396,5812,396,3.34396880492568,0.0,0.18181818181818182
397,5821,397,2.267513160710223,0.0,0.2
398,5838,398,3.2142891402468194,0.0,0.25
399,5855,399,3.178940963000059,0.0,0.09090909090909091
400,5864,400,4.1081735119223595,0.0,0.2857142857142857
401,5881,401,4.833532888393847,0.0,0.3333333333333333
402,5890,402,1.5023894200567156,0.0,0.3333333333333333
403,5907,403,2.640549726432255,0.0,0.46153846153846156
404,5916,404,2.047851118259132,0.0,0.2
405,5933,405,2.995098751502155,0.0,0.4666666666666667
406,5942,406,5.106640011072159,0.0,0.25
407,5951,407,4.369160294532776,0.0,0.25
408,5960,408,1.714855664758943,0.0,0.2
409,5977,409,3.428974725306034,0.0,0.1
410,5994,410,2.8262726889151963,0.0,0.3076923076923077
411,6011,411,3.27812572196126,0.0,0.2222222222222222
412,6028,412,3.4358753729611635,0.0,0.18181818181818182
413,6045,413,2.9737150250059585,0.0,0.5714285714285714
414,6062,414,2.6812296584248543,0.0,0.2727272727272727
415,6079,415,3.492612075938723,0.0,0.36363636363636365
416,6096,416,3.068670785233735,0.0,0.5
417,6113,417,3.3501925466698594,0.0,0.3333333333333333
418,6130,418,3.165219857939519,0.0,0.18181818181818182
419,6139,419,3.8898193115601316,0.0,0.375
420,6156,420,3.4457782842218876,0.0,0.1
421,6173,421,2.6562323727998773,0.0,0.36363636363636365
422,6190,422,2.2690762989632276,0.0,0.5833333333333334
423,6199,423,6.052601635456085,0.0,0.0
424,6216,424,3.716961639118381,0.0,0.25
425,6233,425,3.3578870465360637,0.0,0.35714285714285715
426,6250,426,3.577639028429985,0.0,0.1
427,6267,427,2.533128920942545,0.0,0.25
428,6284,428,2.850189410150051,0.0,0.18181818181818182
429,6301,429,1.416050675001543,0.0,0.5833333333333334
430,6318,430,4.053586259484291,0.0,0.0
431,6335,431,4.4829997778870165,0.0,0.15384615384615385
432,6352,432,3.0163062911251473,0.0,0.36363636363636365
433,6361,433,2.3542280793190002,0.0,0.0
434,6378,434,2.1011205539107323,0.0,0.3333333333333333
435,6387,435,6.608531407080591,0.0,0.2857142857142857
436,6404,436,2.3448780458420515,0.0,0.3333333333333333
437,6421,437,3.819041027401454,0.0,0.35714285714285715
438,6438,438,3.653708334546536,0.0,0.1
439,6455,439,2.745962889865041,0.0,0.3333333333333333
440,6472,440,2.493972312659025,0.0,0.2
441,6489,441,3.125250325538218,0.0,0.3
442,6506,442,2.748797692358494,0.0,0.4
443,6523,443,3.3174496949650347,0.0,0.2727272727272727
444,6540,444,3.364073608070612,0.0,0.2
445,6549,445,4.477859486825764,0.0,0.25
446,6566,446,3.82006180472672,0.0,0.18181818181818182
447,6575,447,5.479861348867416,0.0,0.0
448,6592,448,1.2817249012434786,0.0,0.6
449,6601,449,3.568414255976677,0.0,0.2
450,6610,450,2.9199770810082555,0.0,0.2857142857142857
451,6627,451,3.809545670170337,0.0,0.23076923076923078
452,6636,452,4.956811275333166,0.0,0.14285714285714285
453,6653,453,2.784390650689602,0.0,0.2222222222222222
454,6670,454,2.698878916911781,0.0,0.3333333333333333
455,6687,455,3.6424812970799394,0.0,0.18181818181818182
456,6704,456,3.2790438970550895,0.0,0.1
457,6721,457,4.690270867198706,0.0,0.09090909090909091
458,6738,458,2.9918755888938904,0.0,0.1111111111111111
459,6747,459,2.9218188747763634,0.0,0.3333333333333333
460,6756,460,2.5194657472893596,0.0,0.2857142857142857
461,6773,461,2.5089307576417923,0.0,0.3333333333333333
462,6790,462,2.795937918388063,0.0,0.5333333333333333
463,6807,463,2.4644727618433535,0.0,0.2727272727272727
464,6824,464,2.0287067107856274,0.0,0.2727272727272727
465,6841,465,3.2090088687837124,0.0,0.1
466,6858,466,2.6982859007016486,0.0,0.4
467,6875,467,3.1363583721686155,0.0,0.2
468,6892,468,2.157958698924631,0.0,0.4166666666666667
469,6909,469,2.3778057731688023,0.0,0.2222222222222222
470,6934,470,2.303602962871082,0.0,0.47368421052631576
471,6951,471,4.1465629283338785,0.0,0.21428571428571427
472,6968,472,3.108724580100443,0.0,0.35714285714285715
473,6985,473,2.7406251654028893,0.0,0.2
474,6994,474,5.347532704472542,0.0,0.0
475,7011,475,2.923160431906581,0.0,0.4
476,7028,476,2.1776302997022867,0.0,0.2
477,7037,477,3.4074129907908173,0.0,0.5
478,7054,478,2.2264725621789694,0.0,0.2222222222222222
479,7071,479,3.912789046764374,0.0,0.09090909090909091
480,7088,480,2.5151459127664566,0.0,0.0
481,7097,481,0.8639358785003424,0.0,0.5
482,7106,482,1.949590275529772,0.0,0.42857142857142855
483,7131,483,3.401462731767424,0.0,0.35
484,7148,484,4.135966053388074,0.0,0.5
485,7157,485,2.989827299490571,0.0,0.2
486,7174,486,2.2414993909187615,0.0,0.5555555555555556
487,7199,487,3.3523020576791014,0.0,0.38095238095238093
488,7216,488,2.9712034465760553,0.0,0.38461538461538464
489,7233,489,2.043004802428186,0.0,0.36363636363636365
490,7250,490,2.32465647906065,0.0,0.3333333333333333
491,7267,491,2.708020768244751,0.0,0.3
492,7284,492,2.9560139514505863,0.0,0.2
493,7293,493,3.7440776228904724,0.0,0.25
494,7318,494,4.08617323761185,0.0,0.21052631578947367
495,7327,495,5.758909434080124,0.0,0.0
496,7344,496,2.744242268498965,0.0,0.3333333333333333
497,7361,497,3.08601684961468,0.0,0.3
498,7378,498,2.927173485606545,0.0,0.23076923076923078
499,7395,499,2.7101181541927417,0.0,0.3333333333333333
500,7404,500,4.542226344347,0.0,0.25
501,7413,501,5.513714507222176,0.0,0.125
502,7430,502,2.8566883392632008,0.0,0.2
503,7447,503,2.4931591400672914,0.0,0.4
504,7464,504,3.8159293374615118,0.0,0.3333333333333333
505,7481,505,2.3806118448264897,0.0,0.2222222222222222
506,7490,506,5.015606956556439,0.0,0.125
507,7499,507,4.795813158154488,0.0,0.125
508,7516,508,3.931138537824154,0.0,0.08333333333333333
509,7525,509,1.2243046421986037,0.0,0.6666666666666666
510,7542,510,3.4618772715330124,0.0,0.18181818181818182
511,7559,511,2.577817689627409,0.0,0.2727272727272727
512,7576,512,3.1501699208747596,0.0,0.18181818181818182
513,7585,513,1.1765504330396652,0.0,0.6
514,7602,514,3.623822331428528,0.0,0.2
515,7619,515,2.9099595905281603,0.0,0.4166666666666667
516,7636,516,4.205061051776283,0.0,0.2857142857142857
517,7653,517,2.3216357976198196,0.0,0.3
518,7670,518,2.924765738658607,0.0,0.3
519,7687,519,3.3486053571105003,0.0,0.0
520,7696,520,1.4115656949579716,0.0,0.3333333333333333
521,7713,521,2.826597313862294,0.0,0.4166666666666667
522,7730,522,2.4520867578685284,0.0,0.2
523,7747,523,3.2170650884509087,0.0,0.1
524,7756,524,3.302117661572993,0.0,0.5
525,7773,525,4.21260467171669,0.0,0.0
526,7782,526,2.5462510213255882,0.0,0.6
527,7799,527,3.0688776476308703,0.0,0.4
528,7816,528,3.6424809731252026,0.0,0.3333333333333333
529,7833,529,2.5077193861361593,0.0,0.16666666666666666
