Logging requires wandb to be installed. Run `pip install wandb`.
step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
1000,14784,1000,1.4318520516972058,0.0,0.4444444444444444
1001,14801,1001,2.5776149936718866,0.0,0.46153846153846156
1002,14810,1002,1.6186419446021318,0.0,0.4
1003,14819,1003,3.738794080913067,0.0,0.125
1004,14836,1004,1.1742377108321307,0.0,0.7
1005,14853,1005,1.21572458080783,0.0,0.6875
1006,14862,1006,1.5053182458505034,0.0,0.6666666666666666
1007,14871,1007,1.627092847134918,0.0,0.5
1008,14888,1008,2.8177779892841954,0.0,0.5
1009,14905,1009,1.4913470993633382,0.0,0.3333333333333333
1010,14914,1010,0.6948820620309561,0.0,0.5
1011,14931,1011,3.3644373905844986,0.0,0.2857142857142857
1012,14948,1012,1.087078888900578,0.0,0.6363636363636364
1013,14965,1013,1.9307837091619149,0.0,0.3
1014,14982,1014,1.771762756863609,0.0,0.5384615384615384
1015,14999,1015,0.6394758414032822,0.0,0.6363636363636364
1016,15008,1016,1.9846599050797522,0.0,0.5
1017,15017,1017,3.3761909380555153,0.0,0.42857142857142855
1018,15034,1018,1.571548496838659,0.0,0.7
1019,15051,1019,1.4587325106190292,0.0,0.6666666666666666
1020,15068,1020,2.82171738623947,0.0,0.5333333333333333
1021,15085,1021,1.3095313426774737,0.0,0.6666666666666666
1022,15094,1022,3.231807501986623,0.0,0.16666666666666666
1023,15111,1023,1.2428003001768957,0.0,0.5
1024,15120,1024,1.4406808433122933,0.0,0.5
1025,15137,1025,2.4858365402506024,0.0,0.36363636363636365
1026,15154,1026,2.8525288326270584,0.0,0.46153846153846156
1027,15171,1027,1.5543228857568465,0.0,0.5
1028,15180,1028,3.6284895425196737,0.0,0.25
1029,15197,1029,1.2159517352483817,0.0,0.7142857142857143
1030,15214,1030,2.22494019345595,0.0,0.5
1031,15231,1031,2.8039261354715563,0.0,0.38461538461538464
1032,15248,1032,1.4633237328380346,0.0,0.36363636363636365
1033,15265,1033,1.241031664745151,0.0,0.5714285714285714
1034,15274,1034,2.369870899245143,0.0,0.5
1035,15291,1035,1.6838632436683838,0.0,0.5
1036,15308,1036,1.205346411397386,0.0,0.7272727272727273
1037,15317,1037,1.3872138500768187,0.0,0.75
1038,15334,1038,1.183213893459211,0.0,0.6153846153846154
1039,15351,1039,2.23635186906904,0.0,0.5
1040,15368,1040,1.5477188488002867,0.0,0.6
1041,15385,1041,2.6177162267267704,0.0,0.25
1042,15402,1042,1.3226226386614144,0.0,0.5
1043,15419,1043,1.7918573447532253,0.0,0.5555555555555556
1044,15436,1044,1.2341631203889847,0.0,0.4444444444444444
1045,15445,1045,1.5371626055566594,0.0,0.5
1046,15462,1046,2.533828276558779,0.0,0.3333333333333333
1047,15471,1047,2.025299752363935,0.0,0.625
1048,15480,1048,2.129280596971512,0.0,0.0
1049,15497,1049,1.0266230750590921,0.0,0.75
1050,15514,1050,0.7122631261518109,0.0,0.7777777777777778
1051,15531,1051,0.8038163840537891,0.0,0.6666666666666666
1052,15540,1052,3.5967475846409798,0.0,0.14285714285714285
1053,15549,1053,0.6877372948292759,0.0,0.6666666666666666
1054,15566,1054,2.1741317401756532,0.0,0.4166666666666667
1055,15575,1055,4.036509753670543,0.0,0.375
1056,15592,1056,2.2165720390039496,0.0,0.3
1057,15601,1057,1.2113987007178366,0.0,0.8
1058,15618,1058,2.3838336530861852,0.0,0.4
1059,15643,1059,1.5844626048439232,0.0,0.5294117647058824
1060,15660,1060,1.9722791794929435,0.0,0.5
1061,15669,1061,5.15547288954258,0.0,0.125
1062,15678,1062,1.1431377679109573,0.0,0.6
1063,15687,1063,3.0414759814739227,0.0,0.25
1064,15704,1064,1.698388997016309,0.0,0.5
1065,15721,1065,2.2745796547969803,0.0,0.3333333333333333
1066,15738,1066,2.118784546619281,0.0,0.5
1067,15755,1067,2.3679848432233825,0.0,0.4
1068,15764,1068,3.6873470544815063,0.0,0.0
1069,15781,1069,2.121659697769246,0.0,0.5833333333333334
1070,15798,1070,2.0419704025753163,0.0,0.4166666666666667
1071,15815,1071,2.6952173476111057,0.0,0.5
1072,15824,1072,2.372699551284313,0.0,0.42857142857142855
1073,15833,1073,1.1825689608231187,0.0,0.4
1074,15842,1074,1.6767909717818839,0.0,0.625
1075,15851,1075,1.7863316140137613,0.0,0.6666666666666666
1076,15868,1076,1.4843047151722182,0.0,0.7142857142857143
1077,15885,1077,1.6928193525671986,0.0,0.3333333333333333
1078,15910,1078,1.9090632330162407,0.0,0.47058823529411764
1079,15927,1079,2.049596961296629,0.0,0.45454545454545453
1080,15936,1080,2.177506558597088,0.0,0.42857142857142855
1081,15953,1081,1.8754856195300817,0.0,0.36363636363636365
1082,15970,1082,1.8205394483497912,0.0,0.5454545454545454
1083,15987,1083,2.570862098131329,0.0,0.5
1084,15996,1084,3.0481821186840534,0.0,0.375
1085,16013,1085,2.654206317401588,0.0,0.2857142857142857
1086,16022,1086,3.227471768434043,0.0,0.375
1087,16039,1087,1.9989796914160252,0.0,0.2222222222222222
1088,16056,1088,3.2869080053687867,0.0,0.4375
1089,16073,1089,2.1252941136080636,0.0,0.46153846153846156
1090,16090,1090,2.0074987313128076,0.0,0.5454545454545454
1091,16107,1091,2.2803483573682684,0.0,0.4166666666666667
1092,16124,1092,2.146922417974565,0.0,0.3
1093,16133,1093,1.8507109050414101,0.0,0.5714285714285714
1094,16150,1094,1.4973448722157627,0.0,0.4
1095,16167,1095,1.6795376053557902,0.0,0.5454545454545454
1096,16184,1096,1.1411825052346103,0.0,0.3333333333333333
1097,16201,1097,1.9740732364589348,0.0,0.5
1098,16234,1098,1.0396513293997032,0.0,0.6538461538461539
1099,16251,1099,1.325685967458412,0.0,0.6666666666666666
1100,16268,1100,4.320743724703789,0.0,0.0
1101,16285,1101,1.8353157564997673,0.0,0.4
1102,16294,1102,3.0161953103961423,0.0,0.375
1103,16303,1103,0.954728081356734,0.0,0.625
1104,16328,1104,2.1489819491482836,0.0,0.4444444444444444
1105,16345,1105,1.9405575725433053,0.0,0.6
1106,16362,1106,2.046938377588475,0.0,0.6153846153846154
1107,16379,1107,1.2652047799783759,0.0,0.4444444444444444
1108,16396,1108,1.624305221499526,0.0,0.5833333333333334
1109,16413,1109,1.92256899712811,0.0,0.18181818181818182
1110,16422,1110,2.2843830070924014,0.0,0.42857142857142855
1111,16439,1111,1.4926381967379712,0.0,0.6666666666666666
1112,16448,1112,1.292411571368575,0.0,0.6
1113,16457,1113,4.591985143721104,0.0,0.25
1114,16474,1114,2.1766814067245264,0.0,0.5
1115,16491,1115,1.9481561524153221,0.0,0.5454545454545454
1116,16508,1116,2.754578237107239,0.0,0.5
1117,16525,1117,1.6775541593087837,0.0,0.3333333333333333
1118,16542,1118,1.3241202089120634,0.0,0.6
1119,16551,1119,1.4920504838228226,0.0,0.3333333333333333
1120,16568,1120,1.5778098876015747,0.0,0.5833333333333334
1121,16585,1121,1.7908828800565288,0.0,0.6666666666666666
1122,16602,1122,1.6455655465033487,0.0,0.6875
1123,16619,1123,2.9901966757606715,0.0,0.3
1124,16628,1124,2.457952769473195,0.0,0.625
1125,16637,1125,4.136142022907734,0.0,0.14285714285714285
1126,16646,1126,6.616550778970122,0.0,0.25
1127,16663,1127,1.7084901117996196,0.0,0.5555555555555556
1128,16680,1128,1.297680530231446,0.0,0.5555555555555556
1129,16697,1129,1.3010789449617732,0.0,0.4444444444444444
1130,16714,1130,1.5111690789926797,0.0,0.4444444444444444
1131,16731,1131,2.652844038675539,0.0,0.3076923076923077
1132,16740,1132,1.1732377437874675,0.0,0.75
1133,16757,1133,1.150707882916322,0.0,0.6666666666666666
1134,16766,1134,1.7856284752488136,0.0,0.6666666666666666
1135,16783,1135,2.645909982500598,0.0,0.5
1136,16800,1136,1.3679907879868551,0.0,0.5555555555555556
1137,16817,1137,1.682050440462433,0.0,0.6666666666666666
1138,16834,1138,0.8553512654034421,0.0,0.7
1139,16843,1139,0.9668700844049454,0.0,0.3333333333333333
1140,16860,1140,2.741974174801726,0.0,0.2727272727272727
1141,16869,1141,2.872538298368454,0.0,0.375
1142,16886,1142,2.2914060458125505,0.0,0.46153846153846156
1143,16903,1143,2.5289723896185023,0.0,0.23076923076923078
1144,16912,1144,2.7422190606594086,0.0,0.5
1145,16929,1145,0.6147050967651921,0.0,0.7
1146,16946,1146,2.4809140904865217,0.0,0.6
1147,16963,1147,1.4326878189076524,0.0,0.6428571428571429
1148,16980,1148,1.2090797878336161,0.0,0.5555555555555556
1149,16989,1149,3.030788773469226,0.0,0.125
1150,17006,1150,2.136485059163533,0.0,0.6666666666666666
1151,17023,1151,1.9598070001557062,0.0,0.5833333333333334
1152,17040,1152,1.6736675436259247,0.0,0.4444444444444444
1153,17057,1153,1.0107385348528624,0.0,0.5
1154,17074,1154,1.7765629733912647,0.0,0.5
1155,17091,1155,2.1210889667272568,0.0,0.3
1156,17108,1156,1.523885240778327,0.0,0.2222222222222222
1157,17117,1157,2.1752459229192027,0.0,0.5714285714285714
1158,17134,1158,1.4137247274120455,0.0,0.5555555555555556
1159,17143,1159,3.85822467925027,0.0,0.25
1160,17152,1160,1.0880432246776763,0.0,0.875
1161,17161,1161,1.4015582920983434,0.0,0.75
1162,17178,1162,0.6351462863294728,0.0,0.7777777777777778
1163,17195,1163,2.8792233656463964,0.0,0.5
1164,17204,1164,0.5543022358324379,0.0,0.8333333333333334
1165,17213,1165,1.179966984083876,0.0,0.5
1166,17222,1166,7.544644922018051,0.0,0.25
1167,17231,1167,0.9828046907205135,0.0,0.5
1168,17248,1168,1.6038096051780713,0.0,0.6666666666666666
1169,17265,1169,1.354322517014225,0.0,0.6153846153846154
1170,17282,1170,2.320769581478089,0.0,0.35714285714285715
1171,17291,1171,1.017747087404132,0.0,0.5
1172,17300,1172,0.9643538298550993,0.0,0.8333333333333334
1173,17317,1173,2.6601165775064146,0.0,0.18181818181818182
1174,17326,1174,0.6149558573961258,0.0,0.8333333333333334
1175,17335,1175,1.9350877860561013,0.0,0.2
1176,17352,1176,0.8583750588232419,0.0,0.6666666666666666
1177,17369,1177,1.5760114579461515,0.0,0.7
1178,17386,1178,2.0184953065781883,0.0,0.5454545454545454
1179,17403,1179,1.3284085359846358,0.0,0.5454545454545454
1180,17420,1180,2.707818908325862,0.0,0.46153846153846156
1181,17437,1181,1.014068141928874,0.0,0.6666666666666666
1182,17446,1182,0.7781701260246336,0.0,0.3333333333333333
1183,17463,1183,2.527739424491301,0.0,0.3076923076923077
1184,17472,1184,1.021045170724392,0.0,0.25
1185,17489,1185,1.6381772498134524,0.0,0.5833333333333334
1186,17506,1186,1.367653182707727,0.0,0.5
1187,17523,1187,3.0823262702615466,0.0,0.18181818181818182
1188,17540,1188,0.7710285260109231,0.0,0.5555555555555556
1189,17557,1189,1.4931986652954947,0.0,0.5625
1190,17566,1190,5.201654299162328,0.0,0.125
1191,17583,1191,1.535055889049545,0.0,0.4444444444444444
1192,17600,1192,1.1521857153857127,0.0,0.5
1193,17609,1193,1.938200555741787,0.0,0.4
1194,17626,1194,2.378759255690966,0.0,0.46153846153846156
1195,17643,1195,2.237834403582383,0.0,0.46153846153846156
1196,17660,1196,1.6506652523832486,0.0,0.6666666666666666
1197,17669,1197,0.5572675236035138,0.0,0.6
1198,17686,1198,2.2449631398776546,0.0,0.45454545454545453
1199,17703,1199,1.4727402137359604,0.0,0.6666666666666666
1200,17720,1200,1.6697384237777442,0.0,0.45454545454545453
1201,17737,1201,0.9110549446936034,0.0,0.75
1202,17754,1202,2.078876360319555,0.0,0.5454545454545454
1203,17771,1203,1.849004670029899,0.0,0.5
1204,17780,1204,1.707209065090865,0.0,0.5
1205,17789,1205,0.9528867276385427,0.0,0.5
1206,17806,1206,1.5196786887236158,0.0,0.7142857142857143
1207,17823,1207,1.7191194696079037,0.0,0.4444444444444444
1208,17840,1208,2.2081460881745443,0.0,0.3333333333333333
1209,17849,1209,1.389315476641059,0.0,0.4
1210,17866,1210,1.3441531203297927,0.0,0.5
1211,17883,1211,1.6779499672120437,0.0,0.45454545454545453
1212,17900,1212,2.4165295401569438,0.0,0.3333333333333333
1213,17917,1213,1.9844736774466583,0.0,0.45454545454545453
1214,17934,1214,2.2860134507063776,0.0,0.2727272727272727
1215,17951,1215,2.26352074990308,0.0,0.6
1216,17968,1216,0.98777580368278,0.0,0.6363636363636364
1217,17977,1217,1.786253161728382,0.0,0.25
1218,17994,1218,2.5070276478564892,0.0,0.42857142857142855
1219,18003,1219,1.3945148196071386,0.0,0.8
1220,18020,1220,2.93553050410992,0.0,0.4166666666666667
1221,18037,1221,2.5357613266451153,0.0,0.4666666666666667
1222,18054,1222,0.9383465395894746,0.0,0.8333333333333334
1223,18063,1223,1.0814936151728034,0.0,0.625
1224,18072,1224,1.6840451979078352,0.0,0.2
1225,18089,1225,1.8008729572611628,0.0,0.45454545454545453
1226,18106,1226,2.133949878741987,0.0,0.4444444444444444
1227,18115,1227,1.0789811927825212,0.0,0.8
1228,18132,1228,2.2675261373588,0.0,0.4
1229,18149,1229,1.5168916001566686,0.0,0.5555555555555556
1230,18166,1230,0.7581833581934916,0.0,0.5555555555555556
1231,18191,1231,0.8617589605455578,0.0,0.6666666666666666
1232,18216,1232,2.63965465493023,0.0,0.30434782608695654
1233,18233,1233,1.6651430301717483,0.0,0.2
1234,18242,1234,0.1701767876854774,0.0,0.8333333333333334
1235,18251,1235,1.448272024281323,0.0,0.4
1236,18268,1236,1.1511748778866604,0.0,0.5454545454545454
1237,18285,1237,1.0590873537876178,0.0,0.5454545454545454
1238,18294,1238,1.159756627316824,0.0,0.7142857142857143
1239,18303,1239,0.7480254275724292,0.0,0.8
1240,18320,1240,1.9050057631316122,0.0,0.5384615384615384
1241,18337,1241,3.161820690787863,0.0,0.23076923076923078
1242,18354,1242,1.5924847819260322,0.0,0.4
1243,18363,1243,3.198962150141597,0.0,0.25
1244,18380,1244,3.5835389298583777,0.0,0.4
1245,18397,1245,1.9610201743853395,0.0,0.5
1246,18414,1246,2.219367890156718,0.0,0.4166666666666667
1247,18431,1247,2.14174952841131,0.0,0.5833333333333334
1248,18448,1248,1.9927357679698616,0.0,0.36363636363636365
1249,18465,1249,2.0178559124469757,0.0,0.3333333333333333
1250,18482,1250,2.6472366460511694,0.0,0.4166666666666667
1251,18499,1251,1.916003996310792,0.0,0.5
1252,18516,1252,2.440402952139266,0.0,0.4166666666666667
1253,18525,1253,1.9465866785030812,0.0,0.5
1254,18542,1254,2.3979742135525157,0.0,0.4444444444444444
1255,18559,1255,2.22859422930901,0.0,0.4666666666666667
1256,18576,1256,2.928497315617278,0.0,0.4166666666666667
1257,18593,1257,1.9857647060707677,0.0,0.45454545454545453
1258,18610,1258,2.110376335629553,0.0,0.46153846153846156
1259,18627,1259,1.6429321079940564,0.0,0.5
1260,18636,1260,4.36187631636858,0.0,0.375
1261,18645,1261,3.01800311914576,0.0,0.5
1262,18662,1262,2.814561865514861,0.0,0.5
1263,18679,1263,2.9427890492097504,0.0,0.5
1264,18688,1264,0.5388931469060481,0.0,0.6666666666666666
1265,18705,1265,1.630247436452919,0.0,0.5
1266,18722,1266,1.79485969961911,0.0,0.5384615384615384
1267,18739,1267,1.8266221545345616,0.0,0.6428571428571429
1268,18748,1268,3.3034360535448286,0.0,0.625
1269,18765,1269,1.372993838675029,0.0,0.7142857142857143
1270,18774,1270,1.2562826699577272,0.0,0.6
1271,18791,1271,0.7040932742529549,0.0,0.8
1272,18808,1272,3.0513810093980283,0.0,0.18181818181818182
1273,18825,1273,2.079046858707443,0.0,0.36363636363636365
1274,18842,1274,1.7639705347828567,0.0,0.4
1275,18859,1275,2.590592610933527,0.0,0.4166666666666667
1276,18876,1276,1.1467344998382032,0.0,0.7
1277,18885,1277,1.149838661774993,0.0,0.8571428571428571
1278,18902,1278,2.503516008844599,0.0,0.3
1279,18911,1279,3.6352841197824546,0.0,0.625
1280,18920,1280,2.305069765308872,0.0,0.375
1281,18937,1281,1.380254913972749,0.0,0.46153846153846156
1282,18954,1282,3.0858182425508858,0.0,0.42857142857142855
1283,18971,1283,2.969667147644941,0.0,0.38461538461538464
1284,18996,1284,1.6452777890366026,0.0,0.47058823529411764
1285,19013,1285,1.2525080280493057,0.0,0.4
1286,19030,1286,1.9894603618886322,0.0,0.5
1287,19039,1287,1.391399878077209,0.0,0.6666666666666666
1288,19056,1288,1.2894483695687313,0.0,0.625
1289,19073,1289,1.1954292565387732,0.0,0.6923076923076923
1290,19090,1290,0.7774723070906475,0.0,0.5555555555555556
1291,19107,1291,1.757486718139262,0.0,0.6428571428571429
1292,19124,1292,0.7233572042908278,0.0,0.6666666666666666
1293,19133,1293,2.64750393666327,0.0,0.375
1294,19142,1294,0.7116127610206604,0.0,0.8
1295,19159,1295,1.5228594647851423,0.0,0.5
1296,19176,1296,3.053624830575984,0.0,0.6
1297,19193,1297,1.9646588782779872,0.0,0.3333333333333333
1298,19210,1298,1.113029516027325,0.0,0.7
1299,19227,1299,1.1817738888830718,0.0,0.6666666666666666
1300,19236,1300,0.7539544096216559,0.0,0.6
1301,19253,1301,2.591406989376992,0.0,0.36363636363636365
1302,19270,1302,1.6331963446791633,0.0,0.5454545454545454
1303,19279,1303,2.7801102846860886,0.0,0.3333333333333333
1304,19296,1304,1.9590874630994222,0.0,0.5
1305,19305,1305,5.164557112380862,0.0,0.25
1306,19314,1306,2.966571326367557,0.0,0.5
1307,19331,1307,1.6903487117378972,0.0,0.5833333333333334
1308,19340,1308,1.9637032276950777,0.0,0.5
1309,19357,1309,1.7582689386401853,0.0,0.5384615384615384
1310,19374,1310,2.7197540418128483,0.0,0.3333333333333333
1311,19391,1311,1.9170015444979072,0.0,0.2222222222222222
1312,19400,1312,2.0738152456469834,0.0,0.625
1313,19417,1313,0.7593090430891607,0.0,0.8
1314,19434,1314,1.6046683193576428,0.0,0.6153846153846154
1315,19443,1315,1.4679353504984647,0.0,0.5714285714285714
1316,19460,1316,2.3244918702555424,0.0,0.5454545454545454
1317,19469,1317,2.274050608277321,0.0,0.2
1318,19478,1318,0.9042758829891682,0.0,0.6666666666666666
1319,19495,1319,1.0334332524450929,0.0,0.7777777777777778
1320,19504,1320,2.5268690983066335,0.0,0.5
1321,19513,1321,2.5258936011232436,0.0,0.3333333333333333
1322,19522,1322,1.3160090129822493,0.0,0.6666666666666666
1323,19539,1323,1.5225880675207009,0.0,0.6666666666666666
1324,19556,1324,2.377473082393408,0.0,0.3076923076923077
1325,19573,1325,1.2544309244549368,0.0,0.5555555555555556
1326,19590,1326,1.262314887251705,0.0,0.4444444444444444
1327,19607,1327,0.8311555250456877,0.0,0.7857142857142857
1328,19624,1328,1.259225602960214,0.0,0.5
1329,19641,1329,0.9303913298208499,0.0,0.6666666666666666
1330,19658,1330,2.3412216019420953,0.0,0.46153846153846156
1331,19667,1331,2.2390692089684308,0.0,0.4
1332,19676,1332,1.7527405080700191,0.0,0.5
1333,19685,1333,3.7670579310506582,0.0,0.2857142857142857
1334,19702,1334,2.3088573935092427,0.0,0.4166666666666667
1335,19719,1335,1.6684950139533612,0.0,0.4
1336,19736,1336,1.9764107470382442,0.0,0.45454545454545453
1337,19753,1337,1.793932612577919,0.0,0.5454545454545454
1338,19770,1338,1.2622906869510189,0.0,0.5454545454545454
1339,19787,1339,1.1403098534283345,0.0,0.4
1340,19796,1340,2.388422769960016,0.0,0.5
1341,19813,1341,1.6938070268370211,0.0,0.36363636363636365
1342,19830,1342,1.873844040732365,0.0,0.5
1343,19847,1343,1.5585375078953803,0.0,0.5
1344,19864,1344,1.8264482289271342,0.0,0.38461538461538464
1345,19881,1345,1.5975593170296634,0.0,0.6
1346,19890,1346,1.6306089833378792,0.0,0.3333333333333333
1347,19907,1347,1.3563992622259775,0.0,0.7857142857142857
1348,19916,1348,2.5940515033435076,0.0,0.5
1349,19933,1349,1.922259725058666,0.0,0.45454545454545453
1350,19950,1350,0.4211818694930116,0.0,0.9
1351,19967,1351,1.5898810568614863,0.0,0.4444444444444444
1352,19976,1352,1.1402002130635083,0.0,0.75
1353,19993,1353,3.0189321522622095,0.0,0.4666666666666667
1354,20010,1354,0.7981518891756423,0.0,0.5555555555555556
1355,20027,1355,2.0349674561293796,0.0,0.36363636363636365
1356,20036,1356,1.6772491591982543,0.0,0.42857142857142855
1357,20053,1357,1.631519561226014,0.0,0.5
1358,20070,1358,1.936276944081044,0.0,0.5454545454545454
1359,20087,1359,1.9458404902979964,0.0,0.4
1360,20104,1360,1.811473429045975,0.0,0.7692307692307693
1361,20121,1361,1.1018757334095426,0.0,0.6
1362,20138,1362,2.100989004713483,0.0,0.2
1363,20147,1363,3.7198365395888686,0.0,0.375
1364,20164,1364,1.4956107927719131,0.0,0.36363636363636365
1365,20181,1365,1.984233645095287,0.0,0.3333333333333333
1366,20198,1366,3.1122379569569603,0.0,0.3333333333333333
1367,20215,1367,1.934893681000176,0.0,0.4444444444444444
1368,20232,1368,1.7158072846093546,0.0,0.8
1369,20241,1369,2.2699209542479366,0.0,0.625
1370,20250,1370,2.425357182510197,0.0,0.7142857142857143
1371,20267,1371,1.071206780281159,0.0,0.6
1372,20276,1372,4.258691861759871,0.0,0.25
1373,20293,1373,0.7436647755093873,0.0,0.8
1374,20302,1374,2.105569395236671,0.0,0.5
1375,20319,1375,2.848788667803092,0.0,0.2727272727272727
1376,20336,1376,0.7441704193188343,0.0,0.6
1377,20353,1377,2.2206030588240537,0.0,0.4
1378,20362,1378,2.6208791846584063,0.0,0.5
1379,20379,1379,1.7584908848875784,0.0,0.5
1380,20396,1380,2.479075296520932,0.0,0.18181818181818182
1381,20405,1381,3.4686377635225654,0.0,0.14285714285714285
1382,20422,1382,1.186785646044882,0.0,0.5
1383,20439,1383,2.0896679498255253,0.0,0.3333333333333333
1384,20456,1384,2.0398727945648716,0.0,0.4166666666666667
1385,20473,1385,1.5371462441980839,0.0,0.5555555555555556
1386,20490,1386,1.8834819125477225,0.0,0.36363636363636365
1387,20499,1387,0.7844106242991984,0.0,0.8571428571428571
1388,20508,1388,1.4230299120536074,0.0,0.8333333333333334
1389,20517,1389,1.4494474241510034,0.0,0.5
1390,20526,1390,0.7741532027721405,0.0,0.3333333333333333
1391,20535,1391,1.2832440059864894,0.0,0.42857142857142855
1392,20544,1392,1.1689270199058228,0.0,0.75
1393,20561,1393,1.5756233747470105,0.0,0.5
1394,20570,1394,2.9162869709252845,0.0,0.5714285714285714
1395,20587,1395,1.5717911296451348,0.0,0.45454545454545453
1396,20596,1396,1.0567949181422591,0.0,0.6666666666666666
1397,20613,1397,1.3043419819241535,0.0,0.4444444444444444
1398,20622,1398,3.5916837751865387,0.0,0.5
1399,20631,1399,1.8065728712826967,0.0,0.4
1400,20648,1400,2.4379147929139435,0.0,0.4444444444444444
1401,20665,1401,2.086149352416413,0.0,0.45454545454545453
1402,20682,1402,1.60209235459115,0.0,0.6
1403,20691,1403,5.5846210505696945,0.0,0.25
1404,20700,1404,1.2293654563836753,0.0,0.5
1405,20717,1405,2.4603496607160196,0.0,0.2
1406,20734,1406,2.406639899501897,0.0,0.3
1407,20751,1407,1.7004069185932167,0.0,0.5454545454545454
1408,20760,1408,3.593188956259837,0.0,0.375
1409,20769,1409,1.4050899725407362,0.0,0.5
1410,20786,1410,2.376990297809243,0.0,0.4
1411,20803,1411,2.877479086862877,0.0,0.1
1412,20812,1412,1.387119295541197,0.0,0.3333333333333333
1413,20821,1413,4.902867457829416,0.0,0.375
1414,20830,1414,0.741382784896814,0.0,0.8333333333333334
1415,20839,1415,3.4983560368418694,0.0,0.25
1416,20856,1416,2.1225238755941973,0.0,0.5
1417,20873,1417,3.6956664397566783,0.0,0.4166666666666667
1418,20890,1418,1.9053271246157237,0.0,0.5833333333333334
1419,20899,1419,0.8568014688789845,0.0,0.5
1420,20916,1420,0.9291792740405072,0.0,0.7272727272727273
1421,20933,1421,1.502574321509769,0.0,0.5333333333333333
1422,20942,1422,2.2573562137367844,0.0,0.5
1423,20959,1423,2.05233231279999,0.0,0.36363636363636365
1424,20968,1424,3.045291744172573,0.0,0.5
1425,20985,1425,1.9485252955319083,0.0,0.45454545454545453
1426,20994,1426,2.1365600489079952,0.0,0.5
1427,21011,1427,1.4730406000744551,0.0,0.4444444444444444
1428,21028,1428,1.2233162310330954,0.0,0.6666666666666666
1429,21045,1429,1.5345282074558781,0.0,0.5384615384615384
1430,21062,1430,2.5851021254368334,0.0,0.35714285714285715
1431,21071,1431,0.6610441411612555,0.0,0.8333333333333334
1432,21088,1432,1.6782067191088572,0.0,0.5454545454545454
1433,21105,1433,1.276315395552956,0.0,0.75
1434,21122,1434,2.5094651716140106,0.0,0.5714285714285714
1435,21131,1435,1.8367914896298316,0.0,0.625
1436,21148,1436,2.2698623740652693,0.0,0.2727272727272727
1437,21165,1437,2.0861746125956415,0.0,0.6
1438,21174,1438,3.2470305413007736,0.0,0.375
1439,21191,1439,1.7181586285385038,0.0,0.5
1440,21200,1440,3.3114387467503548,0.0,0.125
1441,21217,1441,1.430043666587153,0.0,0.6666666666666666
1442,21226,1442,1.7687963917851448,0.0,0.3333333333333333
1443,21235,1443,0.8173225014661512,0.0,0.8571428571428571
1444,21252,1444,1.1798278830247,0.0,0.4444444444444444
1445,21269,1445,1.5349688414028542,0.0,0.6428571428571429
1446,21286,1446,3.04594092543266,0.0,0.2727272727272727
1447,21303,1447,1.0564092606218765,0.0,0.6363636363636364
1448,21320,1448,1.5707787398714572,0.0,0.4444444444444444
1449,21329,1449,2.7315141023136675,0.0,0.5
1450,21346,1450,2.1730837406939827,0.0,0.2727272727272727
1451,21363,1451,1.4074792352330405,0.0,0.5
1452,21380,1452,0.8242382883909158,0.0,0.5
1453,21405,1453,1.608182778058108,0.0,0.35294117647058826
1454,21422,1454,1.4579230779781938,0.0,0.5454545454545454
1455,21431,1455,2.9352392632281408,0.0,0.5
1456,21440,1456,1.786187408491969,0.0,0.4
1457,21457,1457,1.1230688387222472,0.0,0.6923076923076923
1458,21466,1458,1.1923616072162986,0.0,0.6
1459,21483,1459,1.7528308822259469,0.0,0.5454545454545454
1460,21500,1460,2.2640950518398313,0.0,0.3
1461,21517,1461,3.2335375168155203,0.0,0.26666666666666666
1462,21534,1462,1.5594377943742757,0.0,0.5
1463,21551,1463,1.6548556078523688,0.0,0.5454545454545454
1464,21568,1464,1.7247427349502686,0.0,0.6
1465,21585,1465,1.0356651854526717,0.0,0.5454545454545454
1466,21602,1466,1.680230308183127,0.0,0.45454545454545453
1467,21619,1467,2.275500188872684,0.0,0.3333333333333333
1468,21636,1468,1.8997782611404546,0.0,0.5555555555555556
1469,21653,1469,2.3253516362929076,0.0,0.46153846153846156
1470,21670,1470,1.6264371776487678,0.0,0.3333333333333333
1471,21687,1471,1.2681708373144716,0.0,0.6153846153846154
1472,21704,1472,2.2532564021303187,0.0,0.4
1473,21713,1473,1.3530863036867231,0.0,0.6666666666666666
1474,21730,1474,1.6529452202375978,0.0,0.3333333333333333
1475,21747,1475,3.0371913735909857,0.0,0.2727272727272727
1476,21756,1476,1.0483186426572502,0.0,0.8571428571428571
1477,21773,1477,2.3419959209259105,0.0,0.5714285714285714
1478,21790,1478,1.6456592632457614,0.0,0.6666666666666666
1479,21807,1479,0.615050083034248,0.0,0.7777777777777778
1480,21816,1480,1.5604189117439091,0.0,0.6
1481,21833,1481,1.6583629446395207,0.0,0.45454545454545453
1482,21850,1482,1.7200301636598851,0.0,0.6153846153846154
1483,21867,1483,1.4737566890435119,0.0,0.7142857142857143
1484,21884,1484,1.6978934468252191,0.0,0.35714285714285715
1485,21901,1485,1.4260940606473014,0.0,0.6
1486,21918,1486,1.4978289078208036,0.0,0.7142857142857143
1487,21935,1487,2.308572083042691,0.0,0.5384615384615384
