Logging requires wandb to be installed. Run `pip install wandb`.
step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
136,289920,10880,1.1194872560262297,0.0,0.4845238095238095,,,
137,291920,10960,1.2019946404138813,0.0,0.4983240223463687,,,
138,293920,11040,1.130883120689007,0.0,0.5424688561721405,,,
139,295920,11120,1.0571624368992558,0.012500000186264515,0.5113230035756854,,,
140,297920,11200,1.143362804166056,0.012500000186264515,0.465495608531995,1.3827760766074761,0.0,0.39888268156424583
141,300560,11280,0.8695385246295672,0.0,0.4657863145258103,,,
142,302560,11360,1.1592986076349452,0.0,0.48717948717948717,,,
143,304560,11440,1.082886567535731,0.0,0.5091954022988506,,,
144,306560,11520,1.0735646514770403,0.012500000186264515,0.5198079231692677,,,
145,309200,11600,0.8090059031935596,0.0,0.5311398354876615,0.9558153937410488,0.0,0.45579793340987373
146,311840,11680,0.8652959934573303,0.0,0.5066815144766147,,,
147,313840,11760,1.0196090581030954,0.0,0.5253807106598984,,,
148,315840,11840,1.074207074014123,0.0,0.5411899313501144,,,
149,317840,11920,1.1826168415028653,0.0,0.45588235294117646,,,
150,319840,12000,1.1077535702566044,0.0,0.47029702970297027,1.4372100228543503,0.0,0.4184008762322015
151,321840,12080,0.9923963319787948,0.0,0.535264483627204,,,
152,324480,12160,0.8091647677888801,0.012500000186264515,0.5534188034188035,,,
153,326480,12240,0.9431063418283292,0.0,0.5575757575757576,,,
154,328480,12320,1.0360363599177618,0.02500000037252903,0.5559322033898305,,,
155,331120,12400,0.7399937039369714,0.0,0.5513698630136986,1.3724104616291546,0.0,0.40673886883273164
156,333120,12480,0.9526249111428087,0.0,0.5606936416184971,,,
157,335120,12560,0.965060598472456,0.0,0.5618932038834952,,,
158,337120,12640,0.9744330891008178,0.0,0.5413533834586466,,,
159,339120,12720,1.0857707429441243,0.0,0.5266821345707656,,,
160,341760,12800,0.7260769817595744,0.0,0.5437731196054254,,,
161,343760,12880,1.0964195193223887,0.0,0.5113895216400911,1.5239424266490138,0.0,0.4
162,345760,12960,0.9609571162626831,0.0,0.5726092089728453,,,
163,347760,13040,0.9585203209251176,0.02500000037252903,0.5551378446115288,,,
164,350400,13120,0.7312748319554415,0.0,0.5389369592088998,,,
165,352400,13200,0.913067145822303,0.0,0.5298701298701298,,,
166,354400,13280,1.0215005966168755,0.0,0.5472813238770685,,,
167,356400,13360,0.9976338115067274,0.0,0.5856052344601963,1.4087722116139425,0.0,0.41733181299885974
168,358400,13440,1.032000513435341,0.0,0.5408284023668639,,,
169,360400,13520,1.0195868553232343,0.012500000186264515,0.541371158392435,,,
170,363040,13600,0.73957096649571,0.0,0.5583333333333333,,,
171,365040,13680,0.9815752693348992,0.0,0.5507955936352509,,,
172,367040,13760,0.9596888979278656,0.0,0.5547169811320755,,,
173,369040,13840,0.8839876724191399,0.0,0.5895249695493301,1.296837647119602,0.0,0.4082624544349939
174,371040,13920,0.9788959951941407,0.012500000186264515,0.5595794392523364,,,
175,373040,14000,1.0275283163319533,0.012500000186264515,0.5642775881683731,,,
176,375040,14080,0.9786961017411121,0.0,0.563719862227325,,,
177,377040,14160,0.9933692336385399,0.012500000186264515,0.5929705215419501,,,
178,379040,14240,0.9173984409843399,0.02500000037252903,0.5634146341463414,1.322634563604284,0.012500000186264515,0.4157303370786517
179,381040,14320,0.9642296741516853,0.012500000186264515,0.5594237695078031,,,
180,383040,14400,0.9551982214336967,0.012500000186264515,0.5404699738903395,,,
181,385040,14480,0.928329225975267,0.0,0.5883694412770809,,,
182,387040,14560,0.971470214929451,0.0,0.5531400966183575,,,
183,389040,14640,0.9301590327833045,0.012500000186264515,0.5719339622641509,,,
184,391040,14720,0.9729850389315904,0.0,0.5619266055045872,1.0250560650241334,0.0,0.4157175398633257
185,393040,14800,0.9221164581061875,0.0,0.5770653514180024,,,
186,395040,14880,0.9562251379700281,0.0,0.5543859649122806,,,
187,397040,14960,0.9640177750665055,0.0,0.560145808019441,,,
188,399040,15040,0.96808026051199,0.0,0.5460048426150121,,,
189,401680,15120,0.7227352993254165,0.0,0.5651672433679354,1.3827758455922918,0.0,0.4467849223946785
190,403680,15200,0.9566159619205299,0.0,0.5438813349814586,,,
191,405680,15280,0.9534290337031176,0.0,0.5213032581453634,,,
192,407680,15360,0.9827161356758549,0.0,0.5866819747416763,,,
193,410320,15440,0.7159146763446842,0.0,0.5378151260504201,,,
194,412320,15520,0.9580553378178678,0.0,0.5678571428571428,,,
195,414960,15600,0.7473037377421691,0.012500000186264515,0.5599022004889975,1.1262198160105048,0.0,0.4085106382978723
196,417600,15680,0.7057504554664099,0.05000000074505806,0.5690672963400236,,,
197,420240,15760,0.6873174647209112,0.012500000186264515,0.5363276089828269,,,
198,422240,15840,0.9371975307242392,0.012500000186264515,0.5533249686323714,,,
199,424880,15920,0.6312186852757538,0.03750000149011612,0.5970149253731343,,,
200,426880,16000,0.9858076948173713,0.0,0.5322376738305942,,,
201,428880,16080,0.8482744456498703,0.0,0.6004901960784313,1.3859108331137064,0.0,0.42794279427942794
202,430880,16160,0.8796976236422296,0.02500000037252903,0.6325088339222615,,,
203,433520,16240,0.6471976588508654,0.012500000186264515,0.6152954808806489,,,
204,436160,16320,0.6518746758251218,0.0,0.6285072951739619,,,
205,438160,16400,0.9050567559815913,0.0,0.5920096852300242,,,
206,440160,16480,0.9056863918033822,0.0,0.6176470588235294,1.3900716670361266,0.0,0.35759897828863346
207,442160,16560,0.7806644887041035,0.02500000037252903,0.6015625,,,
208,444160,16640,0.8188694007147125,0.012500000186264515,0.6132665832290363,,,
209,446800,16720,0.5946506480371518,0.0,0.6511350059737157,,,
210,449440,16800,0.6142169795354991,0.02500000037252903,0.6243961352657005,,,
211,451440,16880,0.8228661814745389,0.012500000186264515,0.6106965174129353,,,
212,453440,16960,0.9575867895297653,0.0,0.5861297539149888,1.4999283226614684,0.0,0.4111111111111111
213,455440,17040,0.898091376878826,0.0,0.6062639821029083,,,
214,457440,17120,0.8283159717834465,0.0,0.6293206197854588,,,
215,460080,17200,0.6343021108576279,0.0,0.5954773869346733,,,
216,462080,17280,0.8952994587962055,0.0,0.5748218527315915,,,
217,464080,17360,0.8436840541842031,0.0,0.6235884567126725,,,
218,466720,17440,0.6684418464287859,0.0,0.5877598152424942,1.5847553974127897,0.0,0.4032258064516129
219,468720,17520,0.8331461363186172,0.012500000186264515,0.6114421930870083,,,
220,471360,17600,0.5911339353143632,0.0,0.6366863905325444,,,
221,473360,17680,0.8550932088473817,0.012500000186264515,0.6302616609783845,,,
222,475360,17760,0.9011028858919142,0.012500000186264515,0.5719381688466112,,,
223,477360,17840,0.8418767576974929,0.0,0.639080459770115,1.3292137563898658,0.0,0.41982864137086906
224,479360,17920,0.8336082439964064,0.02500000037252903,0.6230492196878752,,,
225,481360,18000,0.8135243953889794,0.0,0.6282853566958698,,,
226,483360,18080,0.8407424642827934,0.0,0.5943517329910141,,,
227,486000,18160,0.6289911888998777,0.0,0.6112531969309463,,,
228,488640,18240,0.6907403091639818,0.0,0.6016166281755196,,,
229,490640,18320,0.901644643712125,0.012500000186264515,0.6085946573751452,1.5627781349362528,0.0,0.3754227733934611
230,492640,18400,0.7990656391533822,0.012500000186264515,0.6324582338902148,,,
231,494640,18480,0.8694308203664995,0.0,0.6009557945041816,,,
232,496640,18560,0.8489223042170707,0.012500000186264515,0.5811965811965812,,,
233,498640,18640,0.8266269660159201,0.02500000037252903,0.6139088729016786,,,
234,500640,18720,0.8267731802798324,0.012500000186264515,0.6176836861768369,,,
235,503280,18800,0.6811734443643609,0.0,0.6100217864923747,1.3849106689138855,0.0,0.4088729016786571
236,505920,18880,0.6835578684647713,0.0,0.5995397008055235,,,
237,507920,18960,0.8261746247444203,0.012500000186264515,0.6167076167076168,,,
238,509920,19040,0.7944056739825991,0.012500000186264515,0.6200980392156863,,,
239,511920,19120,0.862954219446982,0.0,0.6036585365853658,,,
240,513920,19200,0.8725916348036217,0.012500000186264515,0.6178960096735188,,,
241,515920,19280,0.863303915439693,0.0,0.5836575875486382,1.4801969651562705,0.0,0.4061470911086718
242,517920,19360,0.8646069212987868,0.02500000037252903,0.6273584905660378,,,
243,520560,19440,0.5809308900376811,0.0,0.6190476190476191,,,
244,522560,19520,0.8690743735542796,0.012500000186264515,0.6225087924970691,,,
245,524560,19600,0.8202853121711741,0.0,0.58656330749354,,,
246,526560,19680,0.8960959416348956,0.0,0.6104783599088838,,,
247,528560,19760,0.8089124014924945,0.012500000186264515,0.622969837587007,1.1471261849392207,0.012500000186264515,0.36780258519388953
248,531200,19840,0.6692894442297191,0.012500000186264515,0.6210762331838565,,,
249,533200,19920,0.8949621862298083,0.0,0.5836431226765799,,,
250,535200,20000,0.8789475177275572,0.02500000037252903,0.5985663082437276,,,
251,537200,20080,0.6851887240907942,0.02500000037252903,0.7022016222479722,,,
252,539200,20160,0.7550118511996143,0.0,0.6607981220657277,1.5345972983719924,0.0,0.4247020585048754
253,541840,20240,0.599242437072484,0.0,0.6581986143187067,,,
254,544480,20320,0.5649302430789532,0.02500000037252903,0.6846330275229358,,,
255,546480,20400,0.7669545033731374,0.02500000037252903,0.6472049689440994,,,
256,549120,20480,0.566664963544666,0.012500000186264515,0.6758703481392557,,,
257,551120,20560,0.7464845250215784,0.012500000186264515,0.6555965559655597,1.131671868778012,0.0,0.40955631399317405
258,553120,20640,0.7296659893128383,0.0,0.6579275905118602,,,
259,555120,20720,0.7277598761753704,0.012500000186264515,0.6662606577344702,,,
260,557760,20800,0.487718620692376,0.012500000186264515,0.6867007672634271,,,
261,559760,20880,0.7548261447096708,0.02500000037252903,0.663981588032221,,,
262,561760,20960,0.7028953529834199,0.012500000186264515,0.6886160714285714,,,
263,563760,21040,0.7100606504013272,0.02500000037252903,0.6741293532338308,1.1429127878418448,0.0,0.3967032967032967
264,566400,21120,0.5737600030296655,0.0,0.6636971046770601,,,
265,568400,21200,0.7376566254076267,0.0,0.6740914419695193,,,
266,570400,21280,0.746873808242341,0.012500000186264515,0.6713286713286714,,,
267,573040,21360,0.5822703455507513,0.0,0.6778149386845039,,,
268,575040,21440,0.817167186261594,0.012500000186264515,0.6621621621621622,1.112599629010147,0.0,0.4305555555555556
269,577040,21520,0.7563821024144091,0.0,0.6115819209039548,,,
270,579680,21600,0.546946691808347,0.02500000037252903,0.6670776818742293,,,
271,581680,21680,0.7601645505119535,0.012500000186264515,0.6695437731196054,,,
272,583680,21760,0.7982930297693397,0.0,0.6343825665859564,,,
273,585680,21840,0.7531302928097017,0.0,0.6741440377804014,,,
274,587680,21920,0.7631786552222792,0.0,0.6507352941176471,1.4636777513877357,0.0,0.44627192982456143
275,589680,22000,0.7308064906064657,0.02500000037252903,0.6455399061032864,,,
276,591680,22080,0.8201168173700765,0.0,0.6293302540415704,,,
277,593680,22160,0.8042526707794555,0.0,0.6265060240963856,,,
278,595680,22240,0.6954972488974147,0.0,0.6654040404040404,,,
279,598320,22320,0.5757513136686881,0.0,0.6335329341317365,,,
280,600320,22400,0.7433754550833844,0.012500000186264515,0.6288659793814433,1.5830254096479635,0.0,0.3814317673378076
281,602960,22480,0.5775658850708169,0.02500000037252903,0.6378698224852071,,,
282,604960,22560,0.7212985015652588,0.0,0.6617826617826618,,,
283,606960,22640,0.7430966273179436,0.0,0.7005464480874317,,,
284,608960,22720,0.8321775718560743,0.0,0.6288056206088993,,,
285,610960,22800,0.7433663698790167,0.012500000186264515,0.6758373205741627,1.4013706073530763,0.0,0.4
286,612960,22880,0.7260086813587578,0.0,0.6844602609727165,,,
287,614960,22960,0.7315947140547969,0.0,0.676056338028169,,,
288,616960,23040,0.8079605149600186,0.012500000186264515,0.6394799054373522,,,
289,618960,23120,0.8039327930518513,0.0,0.6429418742586003,,,
290,620960,23200,0.7287017033008287,0.0,0.6686674669867947,1.6555695030676922,0.0,0.37158469945355194
291,622960,23280,0.727887620988945,0.0,0.675263774912075,,,
292,624960,23360,0.7201741376924276,0.0,0.6356275303643725,,,
293,626960,23440,0.7179556900972855,0.02500000037252903,0.6790123456790124,,,
294,628960,23520,0.7787730928399592,0.0,0.6397984886649875,,,
295,631600,23600,0.6203564882051431,0.0,0.6544202066590127,,,
296,633600,23680,0.7499270975538778,0.0,0.6682577565632458,1.6151561721129306,0.0,0.3864406779661017
297,636240,23760,0.621427762325462,0.012500000186264515,0.6643757159221076,,,
298,638880,23840,0.5265362409057593,0.03750000149011612,0.6941860465116279,,,
299,641520,23920,0.5726612654853579,0.012500000186264515,0.6550898203592814,,,
300,643520,24000,0.7601034891932268,0.012500000186264515,0.6633663366336634,,,
301,645520,24080,0.6535101515491125,0.012500000186264515,0.6850192061459667,,,
302,648160,24160,0.5321424140423986,0.0,0.7182448036951501,1.4739976010479117,0.0,0.38369304556354916
303,650800,24240,0.48464138812954405,0.03750000149011612,0.7296037296037297,,,
304,652800,24320,0.7488335426394344,0.0,0.6736453201970444,,,
305,654800,24400,0.7081207919152798,0.0,0.6850490196078431,,,
306,656800,24480,0.6784535809634415,0.012500000186264515,0.687041564792176,,,
307,659440,24560,0.5281492638869001,0.0,0.690744920993228,1.4954930891373808,0.0,0.3965317919075145
308,661440,24640,0.6338275802414278,0.0,0.7252619324796274,,,
309,663440,24720,0.6823079480653068,0.03750000149011612,0.7104651162790697,,,
310,665440,24800,0.6730188648044932,0.012500000186264515,0.717827626918536,,,
311,668080,24880,0.48695000773276115,0.0,0.7331002331002331,,,
312,670080,24960,0.6861907106148373,0.0,0.691358024691358,1.1223983231124772,0.0,0.40578034682080927
313,672080,25040,0.6782890629112065,0.012500000186264515,0.6909975669099757,,,
314,674080,25120,0.631931631929944,0.0,0.7370242214532872,,,
315,676720,25200,0.5215867394903858,0.012500000186264515,0.694090382387022,,,
316,679360,25280,0.48715068980458104,0.03750000149011612,0.7050970873786407,,,
317,681360,25360,0.6495688698264819,0.0,0.6975857687420585,,,
318,683360,25440,0.6581108099526755,0.012500000186264515,0.7027027027027027,1.550265521808657,0.0,0.3834841628959276
319,686000,25520,0.5014903618555674,0.02500000037252903,0.714448236632537,,,
320,688640,25600,0.4912751375483449,0.012500000186264515,0.7272727272727273,,,
321,690640,25680,0.7022883618705634,0.012500000186264515,0.7036613272311213,,,
322,692640,25760,0.705868385888188,0.012500000186264515,0.6831228473019518,,,
323,694640,25840,0.6776922655599388,0.012500000186264515,0.6881987577639752,1.2025026235024914,0.0,0.38846572361262244
324,696640,25920,0.6547333842949913,0.03750000149011612,0.6995133819951338,,,
325,698640,26000,0.7092954053292906,0.0,0.6682867557715675,,,
326,700640,26080,0.7037895565102029,0.0,0.6765799256505576,,,
327,703280,26160,0.4930922465468477,0.0,0.7172653534183082,,,
328,705280,26240,0.6323882293306429,0.0,0.7039390088945362,,,
329,707280,26320,0.6655117975525672,0.02500000037252903,0.711352657004831,1.3046087007855556,0.0,0.3610188261351052
330,709280,26400,0.6312089205519624,0.0,0.706601466992665,,,
331,711280,26480,0.7164686636109601,0.0,0.6932223543400713,,,
332,713920,26560,0.5026434385484377,0.0,0.7158018867924528,,,
333,715920,26640,0.6710668668696428,0.0,0.7251732101616628,,,
334,718560,26720,0.5136737131765272,0.0,0.7043879907621247,1.6145799193586925,0.0,0.40291806958473625
335,720560,26800,0.6337223683815324,0.012500000186264515,0.7110582639714625,,,
336,722560,26880,0.6525517540957694,0.012500000186264515,0.7213114754098361,,,
337,724560,26960,0.7035952859249707,0.0,0.6625463535228677,,,
338,726560,27040,0.6801085479651628,0.012500000186264515,0.6941457586618877,,,
339,728560,27120,0.6858906697042755,0.02500000037252903,0.6709844559585493,,,
340,730560,27200,0.7068909735826523,0.0,0.697566628041715,1.1878501860405208,0.0,0.3563766388557807
341,732560,27280,0.6689481987349356,0.012500000186264515,0.7255343082114736,,,
342,734560,27360,0.6442575520305407,0.0,0.7179161372299873,,,
343,737200,27440,0.49760985111574635,0.012500000186264515,0.7066974595842956,,,
344,739200,27520,0.626911854535454,0.012500000186264515,0.7074742268041238,,,
345,741200,27600,0.6753429156139714,0.03750000149011612,0.6965174129353234,,,
346,743200,27680,0.6442096589178247,0.0,0.7117437722419929,1.5069575128845851,0.0,0.36982968369829683
347,745200,27760,0.694529161546534,0.02500000037252903,0.7008547008547008,,,
348,747200,27840,0.6643035855354029,0.012500000186264515,0.6944770857814336,,,
349,749200,27920,0.6600100197381688,0.02500000037252903,0.707286432160804,,,
350,751840,28000,0.5321982040614749,0.0,0.6898584905660378,,,
351,753840,28080,0.6123842610487136,0.012500000186264515,0.7345238095238096,,,
352,756480,28160,0.4535372463006251,0.0,0.7227602905569007,1.2345322203566518,0.0,0.37250554323725055
353,758480,28240,0.6162483724603192,0.03750000149011612,0.7459770114942529,,,
354,761120,28320,0.4888788377041736,0.0,0.7274800456100342,,,
355,763120,28400,0.5801323964586526,0.0,0.7307692307692307,,,
356,765760,28480,0.43174116034496146,0.03750000149011612,0.7586206896551724,,,
357,768400,28560,0.46258253518385894,0.012500000186264515,0.7523041474654378,1.5933014307753235,0.0,0.3813847900113507
358,770400,28640,0.681561983169095,0.02500000037252903,0.7151230949589683,,,
359,772400,28720,0.5977149814317736,0.012500000186264515,0.7520858164481525,,,
360,774400,28800,0.6245466060129872,0.03750000149011612,0.7435028248587571,,,
361,776400,28880,0.6616080858277783,0.0,0.7254464285714286,,,
362,778400,28960,0.6325855490863058,0.02500000037252903,0.7186732186732187,1.5803646246796026,0.0,0.372960372960373
363,780400,29040,0.6155170068681737,0.0,0.7244655581947743,,,
