Logging requires wandb to be installed. Run `pip install wandb`.
step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
54,117600,4320,1.3479172557044103,0.0,0.4046094750320102,,,
55,119600,4400,1.2707593289275536,0.0,0.4205955334987593,,,
56,122240,4480,1.0156857131727197,0.0,0.43609865470852016,1.472119298278761,0.0,0.32057911065149947
57,124240,4560,1.2737759104816926,0.012500000186264515,0.4207858048162231,,,
58,126880,4640,1.0350342509842236,0.0,0.45454545454545453,,,
59,128880,4720,1.369868647339159,0.012500000186264515,0.42399049881235157,,,
60,130880,4800,1.3327089496688047,0.012500000186264515,0.47163515016685204,,,
61,132880,4880,1.4035235308575278,0.0,0.4060324825986079,1.847948774923686,0.0,0.3001215066828676
62,134880,4960,1.369629948070902,0.0,0.4016990291262136,,,
63,137520,5040,1.013844527503263,0.0,0.4355400696864111,,,
64,139520,5120,1.312814074001659,0.0,0.4275449101796407,,,
65,141520,5200,1.248369976607483,0.0,0.4318471337579618,,,
66,144160,5280,0.9538878556166089,0.0,0.44244604316546765,,,
67,146160,5360,1.2713631070075129,0.0,0.42341220423412207,1.8322707223194057,0.0,0.294049008168028
68,148160,5440,1.4668248947433098,0.0,0.4241119483315393,,,
69,150160,5520,1.3433999652606365,0.012500000186264515,0.39926289926289926,,,
70,152800,5600,1.0092211261030428,0.012500000186264515,0.4351320321469575,,,
71,154800,5680,1.4027438831059647,0.0,0.4293915040183697,,,
72,156800,5760,1.2915556189366237,0.012500000186264515,0.4365175332527207,1.4709171192199761,0.0,0.2924634420697413
73,158800,5840,1.2431611706591459,0.0,0.41546526867627787,,,
74,161440,5920,0.9693818493247519,0.0,0.44815256257449343,,,
75,163440,6000,1.358030496414934,0.0,0.39657282741738065,,,
76,165440,6080,1.4075181032474973,0.0,0.41540256709451573,,,
77,167440,6160,1.3433802535727495,0.012500000186264515,0.39382716049382716,,,
78,169440,6240,1.3388756888786375,0.0,0.42514285714285716,1.7322082772576746,0.0,0.332579185520362
79,171440,6320,1.4289249061427447,0.012500000186264515,0.3754427390791027,,,
80,173440,6400,1.3220292560413414,0.0,0.4099756690997567,,,
81,176080,6480,1.0448310252089121,0.0,0.40956826137689617,,,
82,178080,6560,1.2323882128306267,0.0,0.42839036755386567,,,
83,180080,6640,1.3294879299556173,0.0,0.40425531914893614,,,
84,182080,6720,1.2047621097308208,0.0,0.45512010113780027,1.4800398022805044,0.0,0.3237410071942446
85,184080,6800,1.371924136567127,0.0,0.39518072289156625,,,
86,186080,6880,1.1939030554472019,0.0,0.42547770700636944,,,
87,188720,6960,0.9261338234550032,0.012500000186264515,0.4058898847631242,,,
88,191360,7040,0.9422896147462474,0.0,0.4250614250614251,,,
89,193360,7120,1.2779117625284044,0.0,0.4466588511137163,,,
90,195360,7200,1.2977606211280772,0.0,0.4249699879951981,1.723467996469331,0.0,0.3305882352941176
91,198000,7280,1.0067955333468332,0.0,0.4231651376146789,,,
92,200000,7360,1.3393216951948932,0.0,0.41579558652729387,,,
93,202000,7440,1.2996272953442325,0.012500000186264515,0.4094292803970223,,,
94,204000,7520,1.376537867262966,0.0,0.41598119858989424,,,
95,206000,7600,1.3398668020114253,0.0,0.41336633663366334,1.878817185417966,0.0,0.29638273045507585
96,208000,7680,1.3749022368724382,0.02500000037252903,0.408812729498164,,,
97,210000,7760,1.2593023394404241,0.012500000186264515,0.4381625441696113,,,
98,212000,7840,1.4462772250237066,0.0,0.39145496535796764,,,
99,214000,7920,1.2493950395239257,0.012500000186264515,0.45730994152046783,,,
100,216000,8000,1.284527299063351,0.012500000186264515,0.40644361833952913,1.7701023289080078,0.0,0.3102232667450059
101,218640,8080,0.7166855920232653,0.012500000186264515,0.5364963503649635,,,
102,220640,8160,0.974172168536817,0.0,0.5612244897959183,,,
103,222640,8240,0.8898400512160217,0.0,0.5651105651105651,,,
104,225280,8320,0.7056840123142526,0.012500000186264515,0.5792474344355758,,,
105,227920,8400,0.6286941890965423,0.03750000149011612,0.6122448979591837,1.663066936809068,0.0,0.31941544885177453
106,229920,8480,0.8239638408623543,0.0,0.5806451612903226,,,
107,231920,8560,0.9809858093009868,0.02500000037252903,0.5605022831050228,,,
108,233920,8640,0.7700724476130788,0.012500000186264515,0.6170483460559797,,,
109,235920,8720,0.8278598001756464,0.012500000186264515,0.5795454545454546,,,
110,238560,8800,0.6429434939378498,0.012500000186264515,0.5799031476997578,,,
111,241200,8880,0.6391555592768927,0.0,0.6021003500583431,1.9738373862701732,0.0,0.31796690307328607
112,243840,8960,0.6768949387782055,0.0,0.5690072639225182,,,
113,245840,9040,0.83268351365125,0.0,0.5761266747868453,,,
114,247840,9120,0.8816037870193062,0.0,0.5657276995305164,,,
115,250480,9200,0.6104984603271322,0.0,0.607795371498173,,,
116,252480,9280,0.8550428646663024,0.0,0.5913978494623656,,,
117,254480,9360,0.8071673488492227,0.0,0.590738423028786,1.5305514431670464,0.0,0.34093376764386535
118,256480,9440,0.7916631673567804,0.0,0.5974025974025974,,,
119,258480,9520,0.8922014772129244,0.012500000186264515,0.6087443946188341,,,
120,260480,9600,0.7980302638663953,0.012500000186264515,0.583969465648855,,,
121,262480,9680,0.8573365124805711,0.012500000186264515,0.5518987341772152,,,
122,264480,9760,0.8891419414168577,0.012500000186264515,0.5841232227488151,,,
123,266480,9840,0.8608689794509731,0.0,0.568922305764411,2.003669750875632,0.0,0.31213872832369943
124,268480,9920,0.9110127884912452,0.0,0.5933562428407789,,,
125,270480,10000,0.8572378461379154,0.0,0.6280087527352297,,,
126,272480,10080,0.8418346466827931,0.0,0.5635910224438903,,,
127,274480,10160,0.8690564930898392,0.0,0.5578069129916567,,,
128,276480,10240,0.9325396689618122,0.0,0.5563218390804597,2.0028361804883956,0.0,0.30313588850174217
129,278480,10320,0.9098233765482274,0.012500000186264515,0.5993340732519423,,,
130,280480,10400,0.9255344881036982,0.0,0.5706018518518519,,,
131,282480,10480,0.8353223179984965,0.012500000186264515,0.602996254681648,,,
132,284480,10560,0.9327456872252285,0.0,0.558679706601467,,,
133,286480,10640,0.9333259457818464,0.0,0.5654692931633836,1.4678403225655645,0.0,0.30526315789473685
134,288480,10720,0.8877602965346348,0.0,0.5974178403755869,,,
135,290480,10800,0.9213108118303057,0.012500000186264515,0.5707814269535674,,,
136,292480,10880,0.8625739499518901,0.0,0.5877403846153846,,,
137,294480,10960,0.8822775383554206,0.0,0.5831295843520783,,,
138,296480,11040,0.8298745847141935,0.012500000186264515,0.6048192771084338,2.1325696398006304,0.0,0.30665163472378804
139,298480,11120,0.9018980676867547,0.012500000186264515,0.5643802647412756,,,
140,301120,11200,0.6549980093146839,0.012500000186264515,0.5707317073170731,,,
141,303760,11280,0.6555143965054167,0.012500000186264515,0.6153846153846154,,,
142,305760,11360,0.8040614060547296,0.0,0.5844980940279543,,,
143,307760,11440,0.7940695609991513,0.012500000186264515,0.6199261992619927,,,
144,309760,11520,0.925721502092675,0.0,0.5742924528301887,1.9865049663798722,0.0,0.29873125720876587
145,311760,11600,0.9064226205955049,0.0,0.5679903730445247,,,
146,314400,11680,0.6426393108575603,0.0,0.5906499429874572,,,
147,316400,11760,0.8383490170242338,0.0,0.5920281359906213,,,
148,318400,11840,0.8470098734928372,0.012500000186264515,0.5977157360406091,,,
149,321040,11920,0.7023945486217023,0.0,0.5744186046511628,1.3616493910612608,0.0,0.3074027603513174
150,323040,12000,0.8463719421048163,0.012500000186264515,0.5827250608272506,,,
151,325040,12080,0.5690863919656944,0.02500000037252903,0.7181705809641533,,,
152,327680,12160,0.4276486941666603,0.03750000149011612,0.7407407407407407,,,
153,329680,12240,0.48797971063635487,0.03750000149011612,0.7803398058252428,,,
154,332320,12320,0.37837829922186483,0.02500000037252903,0.75,,,
155,334320,12400,0.5195892978735119,0.03750000149011612,0.7605633802816901,2.1429091945071983,0.012500000186264515,0.3211845102505695
156,336320,12480,0.46794102473328864,0.03750000149011612,0.7796817625458996,,,
157,338320,12560,0.4928796799425518,0.012500000186264515,0.7509113001215066,,,
158,340960,12640,0.38232498683804456,0.012500000186264515,0.7526627218934911,,,
159,342960,12720,0.5031110673939647,0.012500000186264515,0.7584994138335287,,,
160,344960,12800,0.4985179583966088,0.0,0.7440273037542662,1.6807982220698765,0.0,0.26353790613718414
161,346960,12880,0.4927515995513261,0.0,0.7451219512195122,,,
162,348960,12960,0.491256663972684,0.05000000074505806,0.762936221419976,,,
163,350960,13040,0.47180168307030607,0.0,0.7635054021608644,,,
164,352960,13120,0.513375039740284,0.0,0.765375854214123,,,
165,354960,13200,0.48585951728132065,0.012500000186264515,0.7615658362989324,1.8200781193848372,0.0,0.2902881536819637
166,357600,13280,0.3781071697546878,0.012500000186264515,0.7733485193621867,,,
167,359600,13360,0.45208121395690193,0.05000000074505806,0.7752808988764045,,,
168,362240,13440,0.3312606345255055,0.012500000186264515,0.787621359223301,,,
169,364240,13520,0.46437806319094366,0.012500000186264515,0.760248447204969,,,
170,366880,13600,0.3809281544915407,0.03750000149011612,0.7458628841607565,,,
171,368880,13680,0.5263151939645205,0.0,0.7526753864447087,1.8877780367129653,0.0,0.2916666666666667
172,370880,13760,0.47035277836447825,0.02500000037252903,0.7665847665847666,,,
173,372880,13840,0.5058159337166603,0.0,0.7551963048498845,,,
174,374880,13920,0.5330451441826913,0.02500000037252903,0.7435294117647059,,,
175,376880,14000,0.5225575073627431,0.012500000186264515,0.7535714285714286,,,
176,378880,14080,0.5299083418693721,0.02500000037252903,0.7520372526193247,2.130945522245182,0.0,0.31786542923433875
177,380880,14160,0.48383614906127065,0.03750000149011612,0.765906362545018,,,
178,383520,14240,0.3629078958076622,0.012500000186264515,0.7708578143360753,,,
179,385520,14320,0.5034739482356752,0.02500000037252903,0.7616766467065869,,,
180,387520,14400,0.4791985002020909,0.0,0.7636363636363637,,,
181,389520,14480,0.4589898535789337,0.0,0.7733499377334994,,,
182,391520,14560,0.46430149626603795,0.02500000037252903,0.7489878542510121,2.390165488659421,0.0,0.3152965660770031
183,393520,14640,0.501678909365578,0.0,0.7533252720677146,,,
184,395520,14720,0.5042369328308299,0.02500000037252903,0.7429963459196103,,,
185,397520,14800,0.48774481803961095,0.012500000186264515,0.7571606475716065,,,
186,400160,14880,0.36645021255829596,0.0,0.7722419928825622,,,
187,402160,14960,0.5273068186235058,0.02500000037252903,0.7746806039488966,,,
188,404800,15040,0.35745109346654774,0.03750000149011612,0.7669441141498217,2.187133598408108,0.0,0.2985781990521327
189,407440,15120,0.3568426563763785,0.012500000186264515,0.7471980074719801,,,
190,409440,15200,0.4697312784824172,0.012500000186264515,0.7908878504672897,,,
191,412080,15280,0.39827940861434163,0.0,0.7408312958435208,,,
192,414080,15360,0.518162041620375,0.012500000186264515,0.7520661157024794,,,
193,416080,15440,0.5159363101452039,0.012500000186264515,0.7668213457076566,1.8182783991041234,0.0,0.304162219850587
194,418080,15520,0.5157743023446376,0.03750000149011612,0.7675233644859814,,,
195,420080,15600,0.49240991007021234,0.012500000186264515,0.7775202780996524,,,
196,422720,15680,0.39211939347128755,0.012500000186264515,0.7591069330199764,,,
197,424720,15760,0.5087391762301322,0.012500000186264515,0.7398273736128237,,,
198,426720,15840,0.5103028929820496,0.012500000186264515,0.7387387387387387,,,
199,428720,15920,0.5618763347088656,0.012500000186264515,0.7576443941109853,2.2106649534517038,0.0,0.3
200,430720,16000,0.5193912457904086,0.012500000186264515,0.7417061611374408,,,
201,432720,16080,0.3075465196059434,0.0625,0.8483709273182958,,,
202,435360,16160,0.22185580768341878,0.0625,0.8651162790697674,,,
203,437360,16240,0.30133372742074077,0.05000000074505806,0.864321608040201,,,
204,439360,16320,0.31599515572693515,0.08749999850988388,0.8679471788715486,,,
205,442000,16400,0.2217935311941769,0.08749999850988388,0.8859934853420195,2.2380005274727712,0.0,0.26783479349186484
206,444640,16480,0.21223975207772136,0.10000000149011612,0.8751445086705202,,,
207,446640,16560,0.2914294039852379,0.02500000037252903,0.8578371810449574,,,
208,448640,16640,0.27128692749815464,0.05000000074505806,0.8673602080624188,,,
209,450640,16720,0.30989581131034694,0.05000000074505806,0.8553299492385786,,,
210,452640,16800,0.29395469490693105,0.05000000074505806,0.8636926889714994,,,
211,454640,16880,0.336036655849843,0.0,0.8430884184308842,1.918037741756626,0.0,0.29449838187702265
212,456640,16960,0.3066229270785038,0.05000000074505806,0.8486612339930152,,,
213,458640,17040,0.31277367997860767,0.07500000298023224,0.8696172248803827,,,
214,460640,17120,0.30047849520220216,0.0625,0.8730723606168446,,,
215,462640,17200,0.3129563881864479,0.03750000149011612,0.8633686690223793,,,
216,465280,17280,0.22731770628729353,0.05000000074505806,0.8583138173302107,2.4748791384313646,0.0,0.2960088691796009
217,467920,17360,0.22075631757383088,0.07500000298023224,0.866822429906542,,,
218,469920,17440,0.3151794165247365,0.02500000037252903,0.8613744075829384,,,
219,472560,17520,0.226526989422947,0.05000000074505806,0.8713646532438478,,,
220,474560,17600,0.31775642063269877,0.05000000074505806,0.8501228501228502,,,
221,477200,17680,0.24027556693475643,0.02500000037252903,0.8537170263788969,2.391475468469461,0.0,0.28169014084507044
222,479200,17760,0.3056765404187041,0.0,0.8571428571428571,,,
223,481200,17840,0.31882679349720155,0.05000000074505806,0.8681710213776722,,,
224,483200,17920,0.3172294940034254,0.02500000037252903,0.8414201183431953,,,
225,485200,18000,0.3002267204373396,0.05000000074505806,0.8606847697756789,,,
226,487200,18080,0.32758326202040455,0.05000000074505806,0.855188141391106,2.546372406324066,0.0,0.26643990929705214
227,489200,18160,0.32388158740510975,0.02500000037252903,0.8460575719649562,,,
228,491840,18240,0.24443303921431087,0.02500000037252903,0.8485193621867881,,,
229,493840,18320,0.3345218050876203,0.0,0.8546448087431694,,,
230,495840,18400,0.3185999185773196,0.02500000037252903,0.8505882352941176,,,
231,497840,18480,0.3146021054192842,0.0625,0.8629130966952264,2.4081308309557046,0.0,0.27387802071346373
232,499840,18560,0.30520485516572127,0.07500000298023224,0.855595667870036,,,
233,501840,18640,0.3253520392029259,0.05000000074505806,0.8611111111111112,,,
234,503840,18720,0.332967338917702,0.02500000037252903,0.8469015795868773,,,
235,505840,18800,0.32104689969831857,0.02500000037252903,0.8329145728643216,,,
236,508480,18880,0.24619790995473328,0.0,0.8584686774941995,,,
237,510480,18960,0.32560788756878123,0.03750000149011612,0.8512696493349455,2.663307445446955,0.0,0.28279569892473116
238,512480,19040,0.28691327249929033,0.08749999850988388,0.8628640776699029,,,
239,514480,19120,0.30530194656946474,0.03750000149011612,0.8554502369668247,,,
240,516480,19200,0.3245571145320008,0.05000000074505806,0.8589449541284404,,,
241,519120,19280,0.249996424944173,0.07500000298023224,0.8530092592592593,,,
242,521120,19360,0.3171273619315728,0.05000000074505806,0.852112676056338,2.5173395489034465,0.0,0.2755102040816326
243,523760,19440,0.2461163519137266,0.012500000186264515,0.8345588235294118,,,
244,525760,19520,0.3450605283104987,0.02500000037252903,0.8442028985507246,,,
245,527760,19600,0.31509784538579405,0.03750000149011612,0.8561320754716981,,,
246,529760,19680,0.3234964862268217,0.02500000037252903,0.8232189973614775,,,
247,531760,19760,0.32320373482242365,0.03750000149011612,0.8437118437118437,,,
248,533760,19840,0.29623500342565495,0.03750000149011612,0.8517110266159695,1.5604701459218568,0.0,0.297680412371134
249,535760,19920,0.30613474360257503,0.03750000149011612,0.8501920614596671,,,
250,538400,20000,0.2502168892893528,0.05000000074505806,0.8522222222222222,,,
251,540400,20080,0.23600388053696347,0.10000000149011612,0.8871165644171779,,,
252,542400,20160,0.24117001647193034,0.10000000149011612,0.891358024691358,,,
253,544400,20240,0.24577335332628641,0.07500000298023224,0.8841463414634146,,,
254,546400,20320,0.24176471580910844,0.0625,0.8833124215809285,1.7217567095989648,0.0,0.31759149940968123
255,549040,20400,0.17193438082984486,0.125,0.9035874439461884,,,
256,551680,20480,0.1696707019492093,0.13750000298023224,0.8875305623471883,,,
257,554320,20560,0.1704308415017415,0.16249999403953552,0.8942307692307693,,,
258,556320,20640,0.24050530984646792,0.16249999403953552,0.8970944309927361,,,
259,558320,20720,0.243135765316479,0.08749999850988388,0.8886255924170616,2.0142725919816,0.0,0.32083333333333336
260,560320,20800,0.2232446446010029,0.07500000298023224,0.8819188191881919,,,
261,562320,20880,0.2391014781953437,0.10000000149011612,0.8907849829351536,,,
262,564320,20960,0.24692242966552475,0.07500000298023224,0.8745198463508322,,,
263,566320,21040,0.23307107470932914,0.03750000149011612,0.881851400730816,,,
264,568320,21120,0.2398074506385219,0.11249999701976776,0.8897243107769424,,,
265,570320,21200,0.22337160914774162,0.11249999701976776,0.8918269230769231,1.8641698520346908,0.0,0.30847457627118646
266,572320,21280,0.2371922422002345,0.07500000298023224,0.8837772397094431,,,
267,574320,21360,0.22368106800450643,0.13750000298023224,0.8960573476702509,,,
268,576320,21440,0.2544350880822723,0.05000000074505806,0.8762135922330098,,,
269,578320,21520,0.2599297846554822,0.05000000074505806,0.8734177215189873,,,
270,580320,21600,0.24946504345550155,0.0625,0.8839390386869871,2.789737413049675,0.0,0.2870967741935484
271,582320,21680,0.23803207216852124,0.05000000074505806,0.87248322147651,,,
272,584960,21760,0.17545205026054544,0.08749999850988388,0.8962795941375423,,,
273,587600,21840,0.1879863349107898,0.08749999850988388,0.8720496894409938,,,
274,590240,21920,0.18479452562075968,0.08749999850988388,0.8926174496644296,,,
275,592240,22000,0.23023358656843732,0.10000000149011612,0.8813559322033898,,,
276,594240,22080,0.23187065319262465,0.07500000298023224,0.8856799037304453,1.9443240590671653,0.0,0.3034330011074197
277,596240,22160,0.2459646266589165,0.125,0.8859138533178114,,,
278,598240,22240,0.23321534874992225,0.10000000149011612,0.888622754491018,,,
279,600240,22320,0.248972002366904,0.03750000149011612,0.8784933171324423,,,
280,602880,22400,0.19691267277826688,0.0625,0.8778538812785388,,,
281,604880,22480,0.25030162600609146,0.03750000149011612,0.8707729468599034,2.5161366111765906,0.0,0.32265446224256294
282,606880,22560,0.24985457815417553,0.07500000298023224,0.8775757575757576,,,
283,608880,22640,0.24527103137479928,0.07500000298023224,0.8856132075471698,,,
284,610880,22720,0.24547318070878357,0.08749999850988388,0.8864168618266979,,,
285,612880,22800,0.2571796283509796,0.03750000149011612,0.8885057471264368,,,
286,614880,22880,0.25347036815394736,0.08749999850988388,0.8731884057971014,2.506418167548322,0.0,0.28771929824561404
287,616880,22960,0.2465754557259087,0.08749999850988388,0.8626444159178434,,,
288,618880,23040,0.24442371045958658,0.08749999850988388,0.8717948717948718,,,
289,620880,23120,0.2529783504523135,0.02500000037252903,0.8819188191881919,,,
290,622880,23200,0.2661727224242677,0.02500000037252903,0.8622754491017964,,,
291,624880,23280,0.2623488419953103,0.05000000074505806,0.8722669735327964,,,
292,626880,23360,0.24607382431204317,0.08749999850988388,0.885478158205431,2.6441297868406695,0.0,0.29592959295929594
293,629520,23440,0.1860219142220141,0.0625,0.8867469879518072,,,
294,632160,23520,0.18431367775458374,0.0625,0.8745684695051784,,,
295,634160,23600,0.24603442175354565,0.0625,0.8872767857142857,,,
296,636160,23680,0.2689736160165709,0.0625,0.8763636363636363,,,
297,638160,23760,0.24678956302373742,0.05000000074505806,0.8653113087674714,2.182652519066079,0.0,0.2891809908998989
298,640160,23840,0.2552734767131649,0.03750000149011612,0.8714953271028038,,,
299,642800,23920,0.18717278627508005,0.10000000149011612,0.8976293103448276,,,
300,645440,24000,0.20136170264676717,0.03750000149011612,0.8803222094361335,,,
301,647440,24080,0.20339777001217596,0.125,0.8922888616891065,,,
302,649440,24160,0.19634731632995076,0.11249999701976776,0.8906633906633906,1.951931419453796,0.0,0.287596048298573
303,651440,24240,0.21613848926378795,0.08749999850988388,0.8994475138121547,,,
304,654080,24320,0.16496384642416545,0.10000000149011612,0.8972286374133949,,,
305,656080,24400,0.18969602600427216,0.16249999403953552,0.910414333706607,,,
306,658080,24480,0.21313308721922328,0.10000000149011612,0.8793565683646113,,,
307,660080,24560,0.20061431183310446,0.17499999701976776,0.9007981755986317,2.3679625978229306,0.0,0.28832116788321166
308,662080,24640,0.20980640891423002,0.05000000074505806,0.8814993954050786,,,
309,664080,24720,0.20764055418931948,0.07500000298023224,0.8902589395807645,,,
310,666720,24800,0.15529501390226078,0.11249999701976776,0.8936915887850467,,,
311,669360,24880,0.14888449893581976,0.11249999701976776,0.8820809248554913,,,
312,671360,24960,0.21083719997409198,0.10000000149011612,0.8852459016393442,,,
313,673360,25040,0.2249452274220585,0.0625,0.8841843088418431,2.845425523669823,0.0,0.2893013100436681
314,675360,25120,0.19331297001499542,0.15000000596046448,0.9084507042253521,,,
315,677360,25200,0.21462300890258623,0.10000000149011612,0.8956109134045077,,,
316,679360,25280,0.2155052226486023,0.125,0.8866749688667497,,,
317,681360,25360,0.22160648942470115,0.07500000298023224,0.8848484848484849,,,
318,683360,25440,0.22547112989326695,0.0625,0.8742442563482467,,,
319,685360,25520,0.2067139961138036,0.11249999701976776,0.8958333333333334,2.4234307031917495,0.0,0.301909307875895
320,687360,25600,0.20675578181542853,0.13750000298023224,0.8948571428571429,,,
321,690000,25680,0.16889572969315517,0.0625,0.8840413318025259,,,
322,692000,25760,0.21417678361340797,0.07500000298023224,0.8887587822014051,,,
323,694000,25840,0.2003966897170109,0.13750000298023224,0.8870346598202824,,,
324,696000,25920,0.2248508256552179,0.0625,0.885954381752701,2.588733754163788,0.0,0.3170731707317073
325,698640,26000,0.15814500994795322,0.05000000074505806,0.8763769889840881,,,
326,700640,26080,0.2057538081003728,0.07500000298023224,0.8780177890724269,,,
327,702640,26160,0.22869768609886687,0.07500000298023224,0.8851674641148325,,,
328,704640,26240,0.22992096133485224,0.10000000149011612,0.8886283704572099,,,
329,707280,26320,0.17047106999863046,0.07500000298023224,0.8894907908992417,1.8976972385163375,0.0,0.30612244897959184
330,709280,26400,0.20748576534644328,0.0625,0.8978675645342312,,,
331,711280,26480,0.2093182006371332,0.0625,0.87625,,,
332,713280,26560,0.21691911934004315,0.08749999850988388,0.8810408921933085,,,
333,715280,26640,0.22819464007553478,0.07500000298023224,0.8837772397094431,,,
334,717280,26720,0.19863472918662506,0.07500000298023224,0.893687707641196,2.4741841640900653,0.0,0.27636363636363637
335,719920,26800,0.16267607691809774,0.08749999850988388,0.896797153024911,,,
336,721920,26880,0.22243946258635344,0.0625,0.8735483870967742,,,
337,723920,26960,0.20446226344142818,0.08749999850988388,0.8811764705882353,,,
338,725920,27040,0.20797593055617913,0.07500000298023224,0.8897550111358574,,,
339,728560,27120,0.1596009155681299,0.10000000149011612,0.889406286379511,2.3729188867317665,0.0,0.3094944512946979
340,730560,27200,0.2270739596967214,0.05000000074505806,0.8771929824561403,,,
341,732560,27280,0.19809205376903838,0.15000000596046448,0.8903940886699507,,,
342,734560,27360,0.21587144365685057,0.10000000149011612,0.8890160183066361,,,
343,736560,27440,0.21093392995614868,0.10000000149011612,0.8791208791208791,,,
344,738560,27520,0.21230893778906523,0.15000000596046448,0.9018264840182648,,,
345,740560,27600,0.2178322741029201,0.10000000149011612,0.8937853107344633,2.628426959844587,0.0,0.31222707423580787
346,742560,27680,0.20802032319887637,0.07500000298023224,0.8767471410419314,,,
347,744560,27760,0.20649462590791498,0.125,0.885997521685254,,,
348,747200,27840,0.16154352606478906,0.10000000149011612,0.8872901678657075,,,
349,749840,27920,0.16954265899235227,0.13750000298023224,0.8832116788321168,,,
350,751840,28000,0.21242047365334288,0.11249999701976776,0.876979293544458,,,
351,753840,28080,0.2010513830522517,0.15000000596046448,0.8985330073349633,2.0585273633325807,0.0,0.2891304347826087
352,755840,28160,0.18224804126165958,0.13750000298023224,0.8853591160220995,,,
353,757840,28240,0.1932189513716744,0.08749999850988388,0.8921453692848769,,,
